Gene = NIT2
index = 944
Annotated 5SS: [   98  4505  5235  6461 10978 11555 14181 17802 20127]
Annotated 3SS: [ 4385  5113  6371 10883 11479 14101 17702 20070 20475]
SMsplice 5SS: [   98  4505  5235  6461 11555 14181]
SMsplice 3SS: [ 4385  5113  6371 11479 14101 20475]
top_k =  1000
Partition function (log Z): -3.1699412257538673

Sorted 5' Splice Sites (High to Low Probability):
Position 14181: 0.9556801438597614
Position 11555: 0.9515171012766627
Position 4505: 0.8893361739056119
Position 6461: 0.8396000816867812
Position 98: 0.776900992682287
Position 20127: 0.598452239533348
Position 5235: 0.5522372727132296
Position 8782: 0.5473728307357785
Position 17802: 0.5063640457824005
Position 22903: 0.4716077180797172
Position 1910: 0.3191410297502769
Position 16688: 0.3124189809285355
Position 23644: 0.20768240961211054
Position 16038: 0.17629390734795475
Position 4261: 0.1527463216089683
Position 3964: 0.15163286500277579
Position 5254: 0.13688471267833568
Position 3692: 0.1352591044772411
Position 9810: 0.10138935328089116
Position 10856: 0.07640793442984375
Position 3938: 0.0750340305512293
Position 9529: 0.07312528740493618
Position 22511: 0.0609687579984053
Position 412: 0.06063916226488631
Position 16059: 0.0563731494426209
Position 22347: 0.05574403925352365
Position 16694: 0.05388498878780104
Position 8377: 0.05352542546734404
Position 70: 0.04089258973323587
Position 478: 0.040777636568377774
Position 738: 0.0405212138683079
Position 19015: 0.040190540286779444
Position 15090: 0.03864450695140827
Position 397: 0.03744615022734616
Position 5070: 0.03073159043554963
Position 11766: 0.030411632689619175
Position 1564: 0.026126750335224033
Position 9769: 0.02596107996630574
Position 20569: 0.022666125037599055
Position 10978: 0.022634548925089648
Position 2196: 0.02023422653833697
Position 984: 0.019817101414901526
Position 9538: 0.01919737143071655
Position 1864: 0.018325949278981207
Position 5507: 0.018091108677333618
Position 17806: 0.01586735520444427
Position 11030: 0.015830816411931063
Position 16033: 0.015596678176657598
Position 1591: 0.015480584062751865
Position 18827: 0.014968979163077092
Position 239: 0.012556349786350214
Position 5294: 0.011961890802693154
Position 10181: 0.0113705328573987
Position 3876: 0.010822924787859785
Position 5733: 0.010597304612946072
Position 13620: 0.01048021984192069
Position 19988: 0.01002986681536148
Position 15179: 0.009625285339162737
Position 885: 0.009271616145707573
Position 18583: 0.008595102618487366
Position 24556: 0.008432671995862501
Position 11971: 0.008372644723711098
Position 12538: 0.007643760177258743
Position 945: 0.006395010728319874
Position 7513: 0.006359618537527538
Position 14690: 0.006117084241642349
Position 4585: 0.0057994534828726884
Position 6178: 0.004662792529979388
Position 11581: 0.003906000942157895
Position 13378: 0.003585305841857153
Position 5391: 0.0034236488179129054
Position 1725: 0.003192474227020577
Position 13135: 0.0031416407118276817
Position 1490: 0.003095027269740815
Position 1890: 0.003041784934325558
Position 18960: 0.002908820825627905
Position 7649: 0.0026655415024788628
Position 20850: 0.0025303007674097253
Position 6348: 0.002325762822058881
Position 4509: 0.0022622707901399685
Position 14404: 0.002173929530616727
Position 8231: 0.0019701901596538476
Position 16671: 0.0018865884853394366
Position 1632: 0.0018439814559526179
Position 243: 0.0018266730857037301
Position 15991: 0.0017046827060957842
Position 8163: 0.0016794096707284196
Position 15003: 0.0015922308339826447
Position 1169: 0.0014577304754466735
Position 2201: 0.001314363121233718
Position 15547: 0.0012889672336495646
Position 23510: 0.0011620210566868215
Position 384: 0.0010309326696842432
Position 73: 0.0009873736909439333
Position 20858: 0.0007236092686113931
Position 2318: 0.0007207791764588259
Position 18685: 0.0006286868150967537
Position 3181: 0.0005829389258481593
Position 15628: 0.0005657464594358717
Position 14252: 0.0005050183737170114
Position 15083: 0.0005034633929696672
Position 24057: 0.0004928438709534806
Position 2685: 0.00039260124202833635
Position 2725: 0.00037911633528459613
Position 18906: 0.00037293570828315486
Position 8519: 0.00037154396702258083
Position 442: 0.00035355896211342297
Position 34: 0.0003399590011784143
Position 18740: 0.0003327927578609387
Position 409: 0.0003099401273817422
Position 743: 0.00030273993421673913
Position 6451: 0.0002996393759989063
Position 8831: 0.00026133370216908046
Position 5981: 0.0002552125624478267
Position 20153: 0.00022307204301830723
Position 5971: 0.00022215655830388125
Position 7942: 0.00022180462731865425
Position 18889: 0.00021714347328573966
Position 5643: 0.00021678943243018414
Position 9586: 0.00020502996288766987
Position 14300: 0.00020392114801839819
Position 496: 0.00020215839033643207
Position 20683: 0.0001957555510166968
Position 208: 0.00014952718949123335
Position 16420: 0.00014784740555678374
Position 6811: 0.00014197179356198315
Position 7598: 0.00013147751814040305
Position 9022: 0.0001311599458745112
Position 16127: 0.00012936168637952156
Position 489: 0.00011893250407531496
Position 880: 8.807577662053891e-05
Position 3712: 8.574921732117907e-05
Position 610: 8.038242013101302e-05
Position 876: 7.74085393982191e-05
Position 591: 7.209985927299239e-05
Position 941: 6.283993822895945e-05
Position 13086: 6.232335668474033e-05
Position 399: 5.883243202220119e-05
Position 1711: 5.7924146603300486e-05
Position 9293: 5.654289682784403e-05
Position 129: 5.520345869317442e-05
Position 1143: 5.456436088456519e-05
Position 650: 5.131837907714352e-05
Position 1603: 5.104728412827706e-05
Position 710: 4.628604362954577e-05
Position 563: 4.12156268392328e-05
Position 889: 3.36913228067534e-05
Position 1139: 3.3436308652971674e-05
Position 20584: 2.9566166699981267e-05
Position 167: 2.8531211241129903e-05
Position 233: 2.6222672771974568e-05
Position 558: 2.2765621376126513e-05
Position 923: 1.8963654742949505e-05
Position 57: 1.89400765480786e-05
Position 432: 1.6678830924114405e-05
Position 858: 1.4789212964799036e-05
Position 16829: 1.3944390906662113e-05
Position 79: 1.2684116467873522e-05
Position 644: 1.2458238731210942e-05
Position 620: 1.1906561912166327e-05
Position 954: 6.790707146682407e-06
Position 652: 6.647889130865736e-06
Position 821: 5.952085115407681e-06
Position 680: 4.4176159403534275e-06
Position 21435: 4.098975201768957e-06
Position 1045: 3.346069961171416e-06
Position 1653: 2.9374746240663787e-06
Position 22501: 2.3550654223895067e-06
Position 14241: 2.065002617302165e-06
Position 1790: 1.9030320616685417e-06
Position 1769: 1.7555361928733136e-06
Position 1922: 1.3766249574196856e-06
Position 300: 1.304936057161346e-06
Position 571: 7.340516113658315e-07
Position 447: 5.334532305975348e-07
Position 382: 5.188139664243435e-07
Position 102: 3.788474715865502e-07
Position 544: 2.9833534106475297e-07
Position 694: 2.4343806705046844e-07
Position 598: 2.0371303883487167e-07
Position 18107: 1.5970926463495993e-07
Position 88: 1.5703985724203434e-07
Position 2460: 1.0998453777189865e-07
Position 20: 3.374560432352047e-08
Position 6: 2.1413318919091794e-08
Position 255: 7.668401605019805e-09
Position 199: 5.656401006583661e-09
Position 434: 4.0193548110130985e-09
Position 546: 2.1830022630887066e-09
Position 356: 2.728748053995716e-11
Position 691: 4.711388342833104e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14101: 0.9392553612471062
Position 4385: 0.7958143923957491
Position 11479: 0.7504064048208615
Position 6371: 0.6542140207537936
Position 5113: 0.6218365284951347
Position 8717: 0.5253427141218062
Position 20070: 0.5126264089685277
Position 17702: 0.4566155889982978
Position 16544: 0.3652263054207009
Position 20475: 0.3597867783321968
Position 1670: 0.33758846688292843
Position 22671: 0.2658795033480763
Position 24776: 0.22026149396015146
Position 11359: 0.18440885218951106
Position 15894: 0.16973363488861426
Position 23428: 0.15909764691746156
Position 6323: 0.14796627878322913
Position 22802: 0.14780084870052723
Position 22965: 0.12418258191107881
Position 9429: 0.12114350192282851
Position 22304: 0.1188146213794193
Position 3739: 0.11006869837597365
Position 4190: 0.10939522554475634
Position 3785: 0.10772523413883112
Position 19869: 0.10134411481487
Position 26633: 0.08266214434124508
Position 10779: 0.0743010246344107
Position 18684: 0.06926584522378679
Position 9671: 0.06440791641935173
Position 22748: 0.06368080574525908
Position 17718: 0.06029421088235514
Position 5162: 0.058216869225931375
Position 23531: 0.05412941718816172
Position 3617: 0.046514926515273565
Position 8146: 0.046357578091485746
Position 23856: 0.0449970334988133
Position 24510: 0.04427324805288478
Position 4225: 0.0407370479427609
Position 14950: 0.03978385772770873
Position 3515: 0.03690779587913849
Position 4408: 0.03687944845804776
Position 10883: 0.036090927781502156
Position 3578: 0.03536198690777471
Position 11673: 0.029256536067302417
Position 15936: 0.028669711408746777
Position 801: 0.02383464322225366
Position 15853: 0.023563172932312835
Position 15939: 0.022886319994583494
Position 11438: 0.022420453684437073
Position 4993: 0.021891485215119882
Position 5390: 0.019448224659080224
Position 1412: 0.019198130329476037
Position 6292: 0.018549172976157945
Position 23779: 0.01850355639436317
Position 4433: 0.018434528974393204
Position 9451: 0.016983441759979217
Position 516: 0.01688467504942642
Position 9605: 0.01572940577109418
Position 8657: 0.014580734884301868
Position 2003: 0.014465868964295114
Position 4455: 0.014160179944444254
Position 6022: 0.014061531758799737
Position 3782: 0.014049890409718161
Position 26794: 0.013063792819076804
Position 24811: 0.013053833396307887
Position 4924: 0.012790879906824974
Position 25436: 0.012461867778753454
Position 6214: 0.01209625300554386
Position 25281: 0.0120626675527181
Position 24166: 0.011651547836198388
Position 4112: 0.011522759081734333
Position 1533: 0.011432168067362195
Position 3565: 0.011421356846129398
Position 20682: 0.011267270407580165
Position 4955: 0.011088851121791206
Position 1451: 0.010851538758370029
Position 24828: 0.008960411206657115
Position 8334: 0.008820804642724901
Position 14125: 0.008277537461830478
Position 7479: 0.008105712622091865
Position 14931: 0.007380805768609031
Position 5594: 0.007238681466257333
Position 12418: 0.007109825106999162
Position 13214: 0.007050547006880814
Position 9965: 0.006735667796628229
Position 4143: 0.006578795210136377
Position 8744: 0.0059578117635366995
Position 13932: 0.0056361568434780875
Position 13540: 0.00534413906989578
Position 15906: 0.005016773596464032
Position 25051: 0.004936644414599074
Position 16522: 0.0047116295251008545
Position 710: 0.004579547690044128
Position 10817: 0.004481347350951617
Position 4340: 0.004426116369803937
Position 17624: 0.003968076058622943
Position 18416: 0.003878262986464572
Position 11879: 0.003874877206954633
Position 18826: 0.0038262912087402273
Position 442: 0.0037057496080330843
Position 4116: 0.0035211553779286153
Position 10063: 0.0034158715042945887
Position 5188: 0.0033976383854034033
Position 2032: 0.0033724045125765115
Position 3582: 0.0032971482738468347
Position 4246: 0.0031281971440949305
Position 14596: 0.0030226787577803758
Position 14313: 0.0028585033057099423
Position 24247: 0.0028232483369109037
Position 14290: 0.0027774417826441702
Position 18514: 0.002731031450264209
Position 4971: 0.002718828284256529
Position 14109: 0.0026638905999277858
Position 2078: 0.002484227584446008
Position 24668: 0.002434104103949703
Position 24694: 0.002429040048899116
Position 4359: 0.0021860164374156036
Position 3766: 0.0021280389702249347
Position 742: 0.002117033586503966
Position 17734: 0.0021126721864101
Position 18270: 0.0020584429853451585
