Gene = Nprl2
index = 763
Annotated 5SS: [ 228  848 1111 1390 2062 2252 2409 2615 2806 3162]
Annotated 3SS: [ 755  941 1280 1924 2153 2371 2520 2687 3018 3264]
SMsplice 5SS: [ 228  848 1134 1390 2062 2252 2615 2806 3191]
SMsplice 3SS: [ 755  941 1280 1924 2153 2520 2687 3018 3264]
top_k =  100
Partition function (log Z): 8.992150638719746

Sorted 5' Splice Sites (High to Low Probability):
Position 2615: 0.9814608664253187
Position 2062: 0.9617273847530685
Position 2806: 0.8592563731898881
Position 1390: 0.79356580249151
Position 228: 0.7692520414615439
Position 2252: 0.7395873766488522
Position 848: 0.6179582682902658
Position 3191: 0.3362305761904714
Position 1134: 0.29770821085061727
Position 3162: 0.26014693386490684
Position 1431: 0.19773043023342857
Position 540: 0.18356640156994536
Position 1146: 0.17077768994743395
Position 1138: 0.15510557842948863
Position 1167: 0.13824680407781886
Position 1111: 0.11397763733148443
Position 1142: 0.09934776606014309
Position 3186: 0.09869121529050248
Position 864: 0.09843864037327023
Position 2328: 0.09689618487328351
Position 2267: 0.0699228220578826
Position 2413: 0.04696896628567859
Position 2409: 0.033387215288681084
Position 341: 0.03142480976898719
Position 666: 0.029062242906822723
Position 2226: 0.025031850988137455
Position 1739: 0.022990824818265906
Position 565: 0.021914635843094825
Position 355: 0.018771264574897938
Position 846: 0.016986767402055347
Position 2316: 0.012175501476097975
Position 801: 0.01080197020168304
Position 2834: 0.009410075468509402
Position 175: 0.006895215633395588
Position 1488: 0.005577989039127676
Position 406: 0.005145842498135217
Position 996: 0.004416800386954039
Position 1157: 0.004348354629440671
Position 81: 0.004003115430449197
Position 824: 0.00324336075498179
Position 5: 0.0030142455434138443
Position 535: 0.002923779442146018
Position 191: 0.001971494915901751
Position 1150: 0.0017925047437646142
Position 2906: 0.0017077673253269882
Position 2372: 0.0015895282367027052
Position 26: 0.0015864501482275796
Position 1033: 0.0013080434830563274
Position 2745: 0.0012912991533273461
Position 467: 0.0012745092805771256
Position 859: 0.0012342791627131238
Position 546: 0.001210791565770405
Position 3329: 0.0011523142370601558
Position 556: 0.0011144174830481478
Position 795: 0.001018728078714779
Position 878: 0.0008786407032858886
Position 10: 0.0006890802324646385
Position 686: 0.0005788646549423891
Position 362: 0.0004062397684741149
Position 485: 0.00033099895386687616
Position 1951: 0.0002970360229228487
Position 1989: 0.0002685884079459411
Position 304: 0.0001636616851635425
Position 298: 2.9503958554326634e-05
Position 803: 2.6756774507161594e-05
Position 46: 2.541733296767054e-05
Position 756: 2.5167894706207415e-05
Position 316: 1.7428567727097328e-05
Position 44: 1.4222110160229465e-05
Position 634: 6.5898034623638575e-06
Position 21: 4.40783668290826e-06
Position 3085: 5.302225523458948e-07
Position 93: 3.4521555829468975e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1280: 0.9827590676200946
Position 941: 0.9608488296920391
Position 2153: 0.9597081942602423
Position 2520: 0.9020260123392561
Position 3264: 0.8583991736000017
Position 755: 0.7278667652735474
Position 3018: 0.6916783135773503
Position 1924: 0.643996915908037
Position 2687: 0.6423922857995196
Position 1950: 0.27761805762031133
Position 2722: 0.24327253143285474
Position 2972: 0.09427488435903258
Position 442: 0.08905428828638585
Position 2408: 0.0867070384605447
Position 1986: 0.03946042938596387
Position 2189: 0.026854083815297084
Position 3067: 0.026010022536988548
Position 946: 0.024333341360519352
Position 1618: 0.022695937923286853
Position 2371: 0.01359694621279134
Position 2493: 0.012361036487157894
Position 1230: 0.007426561442438325
Position 405: 0.006597341787404602
Position 1200: 0.004831212105492235
Position 448: 0.004185525832871024
Position 79: 0.0036663388221593205
Position 2192: 0.002767090976998937
Position 2733: 0.002436758946125342
Position 800: 0.0023101312377197167
Position 2782: 0.00211263834150401
Position 1047: 0.0019921426230184425
Position 3022: 0.0018389530509580422
Position 2551: 0.0017592002249307522
Position 2412: 0.0015587126005941149
Position 3031: 0.0015221838104475765
Position 1233: 0.0013417880309424123
Position 2462: 0.0011948153034616142
Position 3458: 0.001152314237060156
Position 369: 0.0010661505666523245
Position 2013: 0.0010113307914891775
Position 2243: 0.000642624940259331
Position 455: 0.0005055102443621345
Position 1291: 0.000367712778759618
Position 120: 0.0002938140880188325
Position 1681: 0.00027922830116506735
Position 1518: 0.00027662421824229614
Position 2583: 0.0002641909136223294
Position 129: 0.00024908653475045294
Position 2785: 0.00019971516383228126
Position 2208: 0.0001089393545847564
Position 564: 8.675339105206194e-05
Position 412: 5.5632299278270886e-05
Position 145: 3.058794782297066e-05
Position 90: 2.5739713777476122e-05
Position 187: 1.9887847729801583e-05
Position 2081: 1.4046331473795515e-05
