Gene = LZIC
index = 809
Annotated 5SS: [   81   706  6811  7838  8568 10527 11439]
Annotated 3SS: [  546  6701  7701  8468 10430 11356 12871]
SMsplice 5SS: [  412   706  6811  7838  8568 11439]
SMsplice 3SS: [  617  6701  7701  8468 11356 12871]
top_k =  500
Partition function (log Z): -3.245930750063738

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9548044827251728
Position 11439: 0.9165867506063662
Position 412: 0.7897182575633258
Position 7838: 0.7453393295183144
Position 6811: 0.6697142196636714
Position 8568: 0.5976238632943984
Position 10527: 0.43646391217523517
Position 8558: 0.332339704088783
Position 81: 0.19905749680369683
Position 13469: 0.1912431176480898
Position 200: 0.10693330567507943
Position 9066: 0.06700779177509648
Position 8542: 0.05485579077895926
Position 12970: 0.019005707464708085
Position 195: 0.017734753668031532
Position 13101: 0.016684243805249178
Position 5365: 0.013577965013418182
Position 7460: 0.013490303409655144
Position 4796: 0.011516040280067606
Position 11727: 0.010191201276003162
Position 23: 0.00854844208654984
Position 2163: 0.006444282970020729
Position 4777: 0.006215857134980989
Position 1528: 0.006168341127247158
Position 245: 0.005860037993366031
Position 649: 0.004824007108529613
Position 5591: 0.004482888869446526
Position 9883: 0.003811849567886297
Position 10562: 0.0037355042376144123
Position 11835: 0.0035947519750500305
Position 7811: 0.003482683322354075
Position 11774: 0.0019547615834135334
Position 61: 0.0017698597396282433
Position 13780: 0.0017124789070707292
Position 13170: 0.001688280430533199
Position 7761: 0.0013914132582199612
Position 5166: 0.0010576830468860406
Position 187: 0.0009687395903067007
Position 8978: 0.0009457740590495105
Position 249: 0.0007988635218532597
Position 215: 0.0007085600912091004
Position 3471: 0.0006193102511221677
Position 321: 0.0004415762335377817
Position 8119: 0.00033645784926846737
Position 7115: 0.0003333018597861214
Position 2779: 0.00032479625341032736
Position 7515: 0.00032386911764606624
Position 5595: 0.00027170400875000766
Position 473: 0.0002707909926336091
Position 5129: 0.0002674351114898394
Position 6825: 0.0002647108178935341
Position 434: 0.000173242734467154
Position 345: 0.00013406877922497555
Position 129: 0.0001002502524460029
Position 96: 9.16687570340127e-05
Position 467: 6.106352703512098e-05
Position 497: 6.081049024624029e-05
Position 4920: 5.514080596098005e-05
Position 173: 5.4320056213325304e-05
Position 1830: 5.230806589311646e-05
Position 240: 4.3554574177493105e-05
Position 11397: 3.275563534467412e-05
Position 451: 2.9181129311711313e-05
Position 524: 2.6815780919315802e-05
Position 531: 2.080504342737929e-05
Position 2670: 2.004221531844473e-05
Position 343: 1.9479507912633827e-05
Position 1539: 1.915356429719633e-05
Position 8659: 1.637794832243735e-05
Position 145: 1.4349682664946163e-05
Position 112: 1.2121382856954904e-05
Position 12935: 9.433309966291406e-06
Position 669: 9.318637825784421e-06
Position 13480: 9.24129189450994e-06
Position 860: 9.067622204476035e-06
Position 1182: 5.543874508456053e-06
Position 980: 4.522392593905212e-06
Position 5174: 3.8102043775745285e-06
Position 76: 2.785693948722962e-06
Position 562: 2.360415675258118e-06
Position 692: 1.467509401666441e-06
Position 1214: 1.3833966325321265e-06
Position 1049: 3.551132916815714e-07
Position 70: 1.451981810126152e-07
Position 64: 5.269283428634214e-08
Position 287: 1.1195462194347657e-08
Position 850: 7.79036762972073e-09
Position 421: 6.51035886307259e-09
Position 806: 1.7819207124648844e-10
Position 819: 1.3110792950095023e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8468: 0.9817205906532203
Position 11356: 0.8342726608814004
Position 7701: 0.7300524710318503
Position 617: 0.5710351625097957
Position 6701: 0.5682811149869357
Position 12871: 0.4674788456542904
Position 10430: 0.43637232725429687
Position 546: 0.2732412433936463
Position 278: 0.15238593437323986
Position 13243: 0.10858409526373689
Position 13839: 0.10506028841514188
Position 6720: 0.09841936301909235
Position 13000: 0.09718494049817937
Position 13409: 0.09232351125149563
Position 14070: 0.08555197530201974
Position 11304: 0.05997488883107917
Position 13581: 0.05356648504663959
Position 313: 0.04999734331983283
Position 11652: 0.047760815204766
Position 13227: 0.025125417435162608
Position 8880: 0.024845169292144937
Position 14090: 0.019408047637626078
Position 8930: 0.01782898478982246
Position 4686: 0.017770558777399536
Position 561: 0.017745409232885728
Position 12815: 0.014487625001233293
Position 340: 0.014400078282400532
Position 13676: 0.014258162368390056
Position 7616: 0.014123702066025914
Position 11387: 0.013990217412615158
Position 7207: 0.013814172527301206
Position 13743: 0.013335816631759275
Position 8944: 0.010416311780795245
Position 5030: 0.009408295159355484
Position 13804: 0.009208396066691039
Position 12682: 0.008133957913327832
Position 14086: 0.008020239478597225
Position 13194: 0.007681551487412919
Position 11240: 0.007087859533717058
Position 14193: 0.006903411491066974
Position 14231: 0.0066187416001434905
Position 13151: 0.006312217468040786
Position 1465: 0.004822433136602626
Position 12287: 0.004776777440965888
Position 12316: 0.004741850507170801
Position 14045: 0.004221859082311834
Position 5299: 0.004049663031361725
Position 7718: 0.004032854690460718
Position 14259: 0.0039118816821426495
Position 9741: 0.0038287379211224327
Position 8982: 0.0037925724033729884
Position 11366: 0.0037125267507471522
Position 389: 0.003450230733457515
Position 5488: 0.0033958658155080596
Position 13626: 0.0033603801039957023
Position 640: 0.0029999087442577196
Position 6553: 0.0029074124306393786
Position 11152: 0.0027701712095768907
Position 588: 0.0027385665164656563
Position 2003: 0.00248191479450681
Position 282: 0.0023434397081604115
Position 8658: 0.0023108944028103137
Position 10484: 0.0023041753844656983
Position 8756: 0.0021824289516133594
Position 11699: 0.0020184791387565498
Position 14175: 0.0020024196370319195
Position 11396: 0.0019658959833568817
Position 10240: 0.0018724909387547353
Position 14237: 0.0017873413846788374
Position 12125: 0.0016484004328161633
Position 8858: 0.0016324715045019284
Position 11061: 0.0015883760137366328
Position 7552: 0.0015633645966610548
Position 491: 0.001530470736706917
Position 12795: 0.0015030086768927095
Position 5242: 0.0014489351854544226
Position 8617: 0.0013486169335226166
Position 2052: 0.0012884865230062537
Position 8365: 0.0012638053524578403
Position 1496: 0.0012035870322556603
Position 11656: 0.0011578081241153352
Position 10648: 0.0011281833334425221
Position 8330: 0.0010437338133682571
Position 1959: 0.00096443738378642
Position 11801: 0.0009581903780937217
Position 8508: 0.0009067974213449081
Position 10243: 0.00088195272073672
Position 8895: 0.0008335815613560546
Position 5484: 0.0008239483144826311
Position 8999: 0.0007969139991429764
Position 12699: 0.0006459634267236116
Position 13252: 0.0006080655252411391
Position 8961: 0.0006022050975776484
Position 8933: 0.0005900876657128745
Position 2043: 0.000575149456301752
Position 8996: 0.0005200596378505173
Position 370: 0.0004829635845825907
Position 8734: 0.00044729942895175494
Position 7814: 0.0004410337138904886
Position 10986: 0.00043553590542542606
Position 457: 0.00043290264514176237
Position 2046: 0.00042396910169429394
Position 8445: 0.0004129699398026122
Position 3237: 0.00039322176088164124
Position 6443: 0.00037104004489763764
Position 1868: 0.0003631266673870599
Position 9104: 0.0003606197997075461
Position 5456: 0.0003581544356563633
Position 10673: 0.0003546093382911454
Position 12642: 0.00033663299889275655
Position 7978: 0.0003364578492684675
Position 9128: 0.00033459567646428826
Position 2691: 0.0003116757432516292
Position 12518: 0.0003109271127915871
Position 9590: 0.00028345041952554796
Position 11626: 0.0002562775988910912
Position 2020: 0.0002334126147213894
Position 8700: 0.00023224060085756063
Position 11694: 0.00022955945497416989
Position 3377: 0.00020162579474729508
Position 11011: 0.0002001389841136972
Position 11708: 0.00019266535413242658
Position 11756: 0.0001818566689510314
Position 5508: 0.00017662431254947988
Position 6913: 0.00017019040032959756
Position 7077: 0.00016311145945652376
Position 240: 0.00015792783691777527
Position 683: 0.00014785001409812045
Position 284: 0.00013276340058277064
Position 2103: 9.482487640588492e-05
Position 187: 7.841536395435534e-05
Position 8668: 7.383415576831789e-05
Position 8904: 5.881066320210686e-05
Position 9030: 5.176519963108357e-05
Position 1321: 5.161542554181883e-05
Position 1416: 4.963020869641317e-05
Position 979: 4.6071623059049795e-05
Position 1378: 3.708524017772896e-05
Position 1698: 2.974682711119159e-05
Position 2582: 2.0303820985051598e-05
Position 10101: 1.5186010416382072e-05
Position 3216: 1.1767496256514212e-05
Position 3287: 9.92409796589921e-06
Position 8342: 9.192332121704422e-06
Position 4666: 8.663781581635766e-06
Position 4689: 7.815662028405216e-06
Position 1566: 5.889346592131333e-06
Position 2745: 4.524423794181608e-06
Position 2122: 4.397492142671177e-06
Position 393: 4.153051475211088e-06
Position 578: 3.9937084593901026e-06
Position 224: 3.3123708338142017e-06
Position 3311: 2.771101270818916e-06
Position 2649: 2.53226154609717e-06
Position 8278: 2.468029800892914e-06
Position 2559: 2.3691705210432014e-06
Position 2587: 2.25485610112859e-06
Position 151: 2.1418327129969506e-06
Position 1431: 1.909010802879333e-06
Position 648: 1.4528514518675318e-06
Position 1742: 1.378444820400645e-06
Position 1324: 1.3325721311476647e-06
Position 2426: 1.178192529641231e-06
Position 735: 1.0284429892499047e-06
Position 1715: 8.489028557092381e-07
Position 904: 8.314770391221306e-07
Position 1027: 7.13841876373188e-07
Position 508: 6.042592323123628e-07
Position 1434: 5.813363350691803e-07
Position 664: 2.492427098634558e-07
Position 934: 2.45999782520189e-07
Position 909: 2.148930326799294e-07
Position 401: 1.2436583584754178e-07
Position 774: 1.1733200472853855e-07
Position 405: 1.0022784110855498e-07
Position 1078: 9.85946199280052e-08
Position 805: 5.222175984214521e-08
Position 93: 4.537858281116692e-08
Position 795: 3.7532869131323363e-08
Position 741: 2.4057937244088534e-08
Position 497: 1.2978904571367495e-08
Position 853: 8.504146366659752e-09
Position 1082: 5.4532661090858814e-09
Position 859: 3.83495121083759e-09
Position 1275: 3.190434959658086e-09
Position 96: 2.8859143310729505e-09
Position 1437: 1.9615512713130526e-09
Position 685: 2.400091133485109e-10
Position 415: 2.0990847058559454e-10
Position 763: 1.449718645860414e-10
Position 690: 7.062223528066872e-11
Position 781: 1.0689630125917966e-13
Position 421: 8.041348075538756e-15
