Gene = Denr
index = 331
Annotated 5SS: [  192  1040  8036 10110 15089 17673 19963]
Annotated 3SS: [  924  8015 10024 15004 17555 19822 20074]
SMsplice 5SS: [  192  1040  1368 10110 15089 16334 17673 19963]
SMsplice 3SS: [  924  1208 10024 15004 16188 17555 19882 20074]
top_k =  500
Partition function (log Z): 2.254684388198508

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9988614487672185
Position 19963: 0.9129859170416608
Position 10110: 0.8946088217201689
Position 15089: 0.8765349251439323
Position 1368: 0.8094184123219039
Position 192: 0.6736718038436099
Position 17673: 0.6613331406057116
Position 16334: 0.6259071449726061
Position 13910: 0.26681734541250385
Position 727: 0.2638995935632621
Position 12524: 0.25032409365330216
Position 12606: 0.23418966999069013
Position 528: 0.15592016160868455
Position 20298: 0.14768947956215794
Position 20294: 0.1298025963932019
Position 3562: 0.11515261601297692
Position 10106: 0.10535481622729265
Position 1307: 0.08517715176919921
Position 8738: 0.07563326511438741
Position 8036: 0.04242736642332132
Position 4350: 0.037828405887983016
Position 13905: 0.03671990698431119
Position 9830: 0.03615773565878377
Position 2952: 0.03232655288374787
Position 20307: 0.02891996536625561
Position 6731: 0.028280716714038118
Position 299: 0.025196453208033476
Position 3452: 0.02027720179028618
Position 12224: 0.018949734461245968
Position 12003: 0.017134669170267944
Position 9243: 0.015565462626362632
Position 4974: 0.013239061655667104
Position 5857: 0.013227672410469283
Position 5761: 0.01041174387512886
Position 20644: 0.010189262691134625
Position 20116: 0.009943989460562982
Position 20341: 0.009858683655501481
Position 2722: 0.009401032308392508
Position 20144: 0.009221866448718825
Position 20572: 0.008905363044234971
Position 503: 0.00788792172631435
Position 74: 0.007785382303326541
Position 1847: 0.007660935559905598
Position 178: 0.0064814801244920586
Position 20127: 0.005465195293414225
Position 19998: 0.005283089272888109
Position 17840: 0.005125700324554298
Position 7767: 0.004961853538914997
Position 4028: 0.0048228918547993035
Position 6541: 0.00457443600849217
Position 2917: 0.00372303913407925
Position 20302: 0.0036355095435995468
Position 20229: 0.003565177199087719
Position 20132: 0.003472244724988565
Position 7686: 0.0033837971994052796
Position 8188: 0.0033762575992950326
Position 8054: 0.003211660111497852
Position 4417: 0.0030306215261266126
Position 12734: 0.0028980657064556752
Position 7808: 0.0028741604852028095
Position 13004: 0.002830612851389087
Position 18986: 0.0028233839764863346
Position 12700: 0.002719157216352883
Position 7552: 0.002589266005126857
Position 1472: 0.00256786786929788
Position 1815: 0.0024573449395747776
Position 2717: 0.002425936609564359
Position 18271: 0.0021146721961441514
Position 132: 0.002048990131120382
Position 139: 0.001963924497028222
Position 20201: 0.0018751588507207567
Position 16411: 0.0016120745115197899
Position 753: 0.001610932812714024
Position 18824: 0.001546256204709555
Position 12206: 0.0015380371102192952
Position 335: 0.001532930412047453
Position 141: 0.0014008935055477441
Position 13967: 0.0011652162468087104
Position 20108: 0.0011457838429924762
Position 5654: 0.0010122245853687762
Position 5150: 0.0009970040407625118
Position 4405: 0.000979573025467269
Position 709: 0.00094425828364597
Position 742: 0.000783480356765535
Position 517: 0.0007643234624638084
Position 18996: 0.0007277657343991704
Position 772: 0.0006695037784060461
Position 17535: 0.0006587380922252108
Position 20560: 0.0006349122088828665
Position 20134: 0.0006269347844991408
Position 17329: 0.0005781870040030496
Position 999: 0.0005778331817953191
Position 472: 0.0005731605178771229
Position 116: 0.0004850730516143789
Position 511: 0.0004628565558865122
Position 18284: 0.00045493503698525433
Position 20640: 0.00043752840532979573
Position 12909: 0.00043586872249324585
Position 20714: 0.00042320375413657825
Position 451: 0.00039084986631086666
Position 15: 0.0003810974441969059
Position 530: 0.0003690573745193026
Position 16581: 0.0003518018479584993
Position 346: 0.0003376856110802648
Position 20213: 0.0002827005541635761
Position 647: 0.0002477841857951836
Position 617: 0.0002370043145561865
Position 594: 0.00023148781712798767
Position 330: 0.0002041943785205315
Position 588: 0.00014851757452358886
Position 380: 0.00014074894441102467
Position 774: 0.00013450636273505171
Position 806: 0.00011840890092212727
Position 20: 0.00010427307587790796
Position 1024: 9.089921410909462e-05
Position 17852: 6.491355176518195e-05
Position 520: 5.379818189655434e-05
Position 17417: 4.9216790442062144e-05
Position 717: 4.810607857463684e-05
Position 1128: 4.214382867144724e-05
Position 433: 4.20581225293474e-05
Position 1067: 4.053144167026533e-05
Position 649: 4.0462561609897835e-05
Position 925: 3.5397589967718965e-05
Position 1106: 2.578389906280142e-05
Position 1044: 2.4425777340190224e-05
Position 1046: 1.9745493857391262e-05
Position 1464: 1.964340507483141e-05
Position 20209: 1.9587382229458443e-05
Position 439: 1.9394017092194282e-05
Position 20271: 1.7706388868996804e-05
Position 1663: 1.5792328588858692e-05
Position 20257: 1.4492161412380611e-05
Position 824: 1.3116617117140903e-05
Position 2961: 1.3065920831898126e-05
Position 1034: 1.2958328481514536e-05
Position 1101: 1.2741213354578198e-05
Position 2484: 1.210827492303559e-05
Position 1089: 1.011161474586609e-05
Position 877: 9.187859901294371e-06
Position 808: 7.956575953277668e-06
Position 1482: 7.566342767480001e-06
Position 1260: 6.4785963642693404e-06
Position 1745: 4.329885183734356e-06
Position 1136: 4.126735078427662e-06
Position 1438: 3.634070769322837e-06
Position 1122: 3.4969252434499317e-06
Position 1879: 3.098988806850175e-06
Position 1297: 2.8822953093694658e-06
Position 1518: 2.4358879779509056e-06
Position 1347: 2.0101483384228844e-06
Position 1429: 1.8553903351649025e-06
Position 992: 1.8060321171169804e-06
Position 894: 1.7132555650896237e-06
Position 1242: 1.1761782835891467e-06
Position 1320: 9.895667694681306e-07
Position 904: 6.666678689073776e-07
Position 929: 5.018867184671777e-07
Position 1131: 3.525598097967525e-07
Position 1458: 2.1474446686407155e-07
Position 899: 1.8516207597768934e-08
Position 1104: 1.605773339966697e-08
Position 422: 1.2867657205568107e-09
Position 1415: 1.995721894660358e-10
Position 1299: 1.8473814880031665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10024: 0.9999643398707346
Position 20074: 0.965975423675781
Position 924: 0.9593800765484433
Position 1208: 0.8902555184196034
Position 19882: 0.8799380679258006
Position 15004: 0.8765349251439325
Position 17555: 0.6241814682366432
Position 16188: 0.513807660114462
Position 20457: 0.3339413478127561
Position 13760: 0.27129522243351195
Position 12450: 0.2579568193430124
Position 12413: 0.22560627229117375
Position 16238: 0.10301333160555153
Position 3422: 0.09552680866036803
Position 418: 0.07069594410215323
Position 393: 0.05618388967223328
Position 8015: 0.049015284134114205
Position 8488: 0.04380608288083501
Position 19729: 0.03833093838874832
Position 9688: 0.03615773565878377
Position 959: 0.03581444690869931
Position 6465: 0.03279988103748886
Position 13827: 0.032186546513739825
Position 8632: 0.03182718223355241
Position 17459: 0.028539606340709695
Position 21310: 0.027615471355201204
Position 4186: 0.025487428100371818
Position 5571: 0.020462778669788496
Position 20031: 0.018815288824264625
Position 9137: 0.015565462626362632
Position 3215: 0.014192954966507998
Position 4807: 0.013239061655667106
Position 11929: 0.012261678391113546
Position 3323: 0.012161970328212758
Position 2820: 0.012012417254359918
Position 7670: 0.011219811223523085
Position 11963: 0.010256077556586349
Position 676: 0.01020788561512352
Position 2864: 0.010001237526195184
Position 20708: 0.009951058722282408
Position 2714: 0.009823068254436802
Position 600: 0.009782984595874039
Position 17325: 0.009320020911025795
Position 12080: 0.009310788650653278
Position 3170: 0.009178170129006798
Position 1702: 0.009071581044087755
Position 4162: 0.008965298122345254
Position 16272: 0.008785595422088356
Position 2590: 0.00741457430024686
Position 4329: 0.007385874216859802
Position 2834: 0.005592244785044028
Position 551: 0.005571797176025383
Position 1239: 0.004669509533624674
Position 21012: 0.004365021257125612
Position 20793: 0.004347378791138834
Position 5760: 0.004188862201178411
Position 21422: 0.003810781025587353
Position 17762: 0.003797655839118152
Position 3887: 0.003400296288651583
Position 569: 0.0033012583397830277
Position 12351: 0.0032196579554291515
Position 12102: 0.003071922385586903
Position 789: 0.002988878042845374
Position 21507: 0.002958388914216775
Position 12124: 0.0027219737577931415
Position 7349: 0.002589266005126857
Position 18181: 0.002569607233129406
Position 2638: 0.0025461843092248033
Position 12795: 0.0020796961141063717
Position 3299: 0.0020564134003766463
Position 12329: 0.0019348742162938405
Position 1311: 0.0017836250114168653
Position 17707: 0.001573737317318697
Position 18933: 0.00148639512946847
Position 527: 0.0014827806759209392
Position 12628: 0.0014133627608918513
Position 18777: 0.0012905676935678074
Position 16144: 0.0012322111966714116
Position 13849: 0.0012286256919539064
Position 12923: 0.0011867854597759607
Position 3406: 0.001158086107873917
Position 21130: 0.0011271585394972364
Position 3439: 0.001112395987975916
Position 4992: 0.0009970040407625109
Position 20769: 0.0009943314506304349
Position 18690: 0.0009738746494524737
Position 16333: 0.0008825513699584547
Position 21218: 0.0008736758927326972
Position 20487: 0.0008332904036482838
Position 3828: 0.0008249825446889271
Position 1707: 0.0008116023918401476
Position 356: 0.0007400548149645869
Position 3865: 0.0005875950979026284
Position 18752: 0.0005839436857578481
Position 17185: 0.0005781870040030496
Position 18823: 0.0005260334549542824
Position 2570: 0.000414875728443061
Position 16410: 0.0003116110200059806
Position 578: 0.00030848581516038076
Position 1189: 0.00027411542308147975
Position 18799: 0.0002365913023941759
Position 1650: 0.00021557028631708912
Position 607: 0.0002117982234958089
Position 854: 0.00018302332840216043
Position 20229: 0.00013947144150789346
Position 1242: 0.00011304661424237059
Position 537: 6.0782852470208066e-05
Position 726: 5.670001578695028e-05
Position 6352: 5.5271685041440884e-05
Position 16479: 4.757628946353195e-05
Position 2801: 4.489255491975312e-05
Position 1147: 4.250196015830283e-05
Position 369: 4.067350835088396e-05
Position 976: 3.2743312299406694e-05
Position 3141: 3.0062804816866523e-05
Position 1316: 2.926651283338735e-05
Position 1260: 2.7283239309250438e-05
Position 1724: 2.53731389927957e-05
Position 2939: 2.3293058143956835e-05
Position 361: 1.78836050563624e-05
Position 1263: 1.4952993458569556e-05
Position 2380: 1.1852363306141694e-05
Position 150: 1.1566652511799156e-05
Position 933: 1.091353366344966e-05
Position 1288: 1.0752524213842644e-05
Position 2716: 1.0291948613467715e-05
Position 3947: 1.0017923556166081e-05
Position 824: 9.788241511390346e-06
Position 503: 8.741097135251152e-06
Position 3536: 8.032175613098852e-06
Position 890: 6.038636620538277e-06
Position 279: 5.546388695230293e-06
Position 3325: 4.474192036018933e-06
Position 2684: 4.312329302003418e-06
Position 263: 3.3954151436678856e-06
Position 987: 3.2413529789994924e-06
Position 894: 3.034990600071765e-06
Position 800: 2.9393959622398617e-06
Position 1598: 2.228237509495541e-06
Position 1332: 1.8738790015560154e-06
Position 1423: 1.352067430386606e-06
Position 1024: 1.3501438518251307e-06
Position 992: 1.0755414531117809e-06
Position 2203: 9.685326582984762e-07
Position 2247: 8.053178023635151e-07
Position 1509: 6.773119051195205e-07
Position 2155: 4.835637819013944e-07
Position 730: 4.6567735834136007e-07
Position 1662: 4.617399035580548e-07
Position 3115: 4.4905047505802746e-07
Position 753: 4.010962938982061e-07
Position 1458: 3.477115100882426e-07
Position 1438: 3.470931323281819e-07
Position 16052: 3.1758787469243264e-07
Position 2013: 2.33305060366017e-07
Position 1730: 1.7477164225705475e-07
Position 1265: 1.172433915028123e-07
