Gene = Gclc
index = 428
Annotated 5SS: [  425 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365 33758
 37262 37449 37639]
Annotated 3SS: [20543 21590 24986 26548 26698 30798 31214 32175 32741 33271 33652 37179
 37344 37517 38504]
SMsplice 5SS: [  425 11771 20657 21774 25101 26608 26833 30874 31332 32315 32855 33365
 33758 37262 37449 37639]
SMsplice 3SS: [11631 20543 21590 24986 26548 26734 30798 31214 32227 32741 33271 33652
 37179 37344 37517 38504]
top_k =  500
Partition function (log Z): 9.674621460744689

Sorted 5' Splice Sites (High to Low Probability):
Position 21774: 0.9999999999999974
Position 20657: 0.9999999999999968
Position 37449: 0.9960005117418252
Position 26833: 0.990070297592233
Position 32315: 0.9801531627501123
Position 26608: 0.9573563956357798
Position 37262: 0.9498632544191897
Position 25101: 0.9422323722916829
Position 31332: 0.9280057923122673
Position 33365: 0.9025639843795676
Position 425: 0.8370861141827423
Position 11771: 0.7715591723052256
Position 32855: 0.6889653673516757
Position 30874: 0.6553172743379757
Position 37639: 0.6520100717434881
Position 9627: 0.6364264697194112
Position 2729: 0.605295688937613
Position 12854: 0.501185763330714
Position 1839: 0.4877490551776415
Position 33758: 0.45726611286623026
Position 8795: 0.4372182608000777
Position 32620: 0.3838889898132681
Position 38872: 0.31193646972259986
Position 13563: 0.26217352718179515
Position 38694: 0.2479009879713313
Position 9992: 0.21130927286370124
Position 30511: 0.20755664462061021
Position 4325: 0.1980808593898711
Position 9916: 0.18609494527689263
Position 32060: 0.178851443872314
Position 33591: 0.1611197619910992
Position 28208: 0.15351117288235946
Position 29899: 0.15198227917348817
Position 8884: 0.14862286904381417
Position 30885: 0.13845288007313283
Position 865: 0.12892081336330655
Position 33043: 0.12554250510863035
Position 4830: 0.11708981120781799
Position 31149: 0.10399112587189761
Position 27155: 0.08350616517946956
Position 38868: 0.06965933006994054
Position 11765: 0.04523963563423092
Position 2271: 0.03801722615570387
Position 2257: 0.03619459486005196
Position 4224: 0.03507596123697752
Position 11802: 0.03350877234844291
Position 32894: 0.028101817772913307
Position 1923: 0.024142944476281084
Position 7011: 0.022399515961835058
Position 31516: 0.021977016916105246
Position 9679: 0.018912496535097512
Position 32914: 0.016826072245043032
Position 34574: 0.014807415564925552
Position 32952: 0.014738139503843374
Position 36870: 0.014433384779151421
Position 338: 0.01338111055950507
Position 28476: 0.013263587045969335
Position 31718: 0.013233755105534305
Position 33612: 0.012446759279856407
Position 860: 0.011082555634296408
Position 38094: 0.011060165337081459
Position 1877: 0.00948803878865345
Position 1910: 0.009369461239307842
Position 32567: 0.00867196119336974
Position 33539: 0.008613669539251561
Position 27193: 0.008540587194932895
Position 2231: 0.008465914291009692
Position 30614: 0.00797614203654953
Position 31713: 0.007735201690861988
Position 33098: 0.007112959306470944
Position 31033: 0.006315231020177959
Position 48: 0.006286555927508527
Position 417: 0.006164658636920371
Position 3012: 0.0050770417252821755
Position 38423: 0.0047219343606061375
Position 37644: 0.0045758156792638
Position 28040: 0.0044847935760547256
Position 35308: 0.003505559409820279
Position 412: 0.003446912434792576
Position 37883: 0.0033726298156197664
Position 2506: 0.003288820783284062
Position 2502: 0.003054641129264688
Position 184: 0.0024102206403611073
Position 28618: 0.002177589760079423
Position 1919: 0.00210825234680416
Position 33698: 0.0016850221526369747
Position 36125: 0.0016549799992678427
Position 3017: 0.0015254051328813527
Position 1834: 0.0014252219965437713
Position 614: 0.0014247654496226162
Position 31823: 0.0014206055656422424
Position 3716: 0.001278631061171878
Position 38317: 0.0012714779589519192
Position 839: 0.0008898384392963793
Position 3842: 0.0008074429658364489
Position 38031: 0.0006670624754019773
Position 2845: 0.0005882214527778806
Position 37597: 0.0005730522791874917
Position 2198: 0.000547832702507513
Position 32839: 0.00047274669351757357
Position 33165: 0.0004177554629078402
Position 38128: 0.00037481917943387567
Position 1185: 0.00036450715583182176
Position 2786: 0.0003616424119728038
Position 1106: 0.0003531498193111531
Position 1848: 0.0003155433049430346
Position 27977: 0.00029086421442982025
Position 1846: 0.00027343437988661796
Position 404: 0.0002632793463002927
Position 31474: 0.00024482858264750923
Position 618: 0.00024260472849068978
Position 2974: 0.0002361809958702413
Position 4204: 0.00022745434077650267
Position 32331: 0.0002224014711882378
Position 689: 0.0001962200200604421
Position 597: 0.0001722904276854559
Position 831: 0.00017093248869534994
Position 983: 0.00016783687480296193
Position 37285: 0.00016707441537106287
Position 654: 0.00016625843802342175
Position 32204: 0.0001523212626122375
Position 874: 0.00015171255924830056
Position 670: 0.00014184405335531178
Position 37649: 0.00013995945258635838
Position 31708: 0.00013865584369651788
Position 564: 0.00013260638797285278
Position 27006: 0.0001311342183740716
Position 37524: 0.00011761512078690656
Position 3078: 0.00011032771607627768
Position 1518: 8.856670566572595e-05
Position 3149: 7.979316725369263e-05
Position 1539: 6.219375629742591e-05
Position 2498: 5.650229963673583e-05
Position 1410: 4.406025984885612e-05
Position 985: 4.195400479626652e-05
Position 37289: 3.640661548989385e-05
