Gene = Mepe
index = 670
Annotated 5SS: [  76 1804]
Annotated 3SS: [ 1735 11744]
SMsplice 5SS: [   76 11888]
SMsplice 3SS: [11744 12241]
top_k =  1000
Partition function (log Z): -9.763373580415628

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9110041563169016
Position 1372: 0.5620001300438856
Position 11888: 0.554758610366112
Position 8433: 0.33114563783299156
Position 1804: 0.2808089295913675
Position 10553: 0.2308636773339888
Position 8333: 0.16506423817888063
Position 5286: 0.1340477204695566
Position 2063: 0.08839308656770836
Position 1856: 0.06814798068554181
Position 62: 0.05973493352709167
Position 7433: 0.043119801841955074
Position 8493: 0.03485734584797864
Position 8674: 0.03378537210839954
Position 1347: 0.021121341186949798
Position 11857: 0.0191339645649497
Position 7568: 0.01707168935420841
Position 12615: 0.016011236482656625
Position 4001: 0.01476519472356798
Position 513: 0.012416653551072297
Position 1074: 0.01020178473897315
Position 4800: 0.009326789601258859
Position 224: 0.00838083641801992
Position 1620: 0.007849588388740497
Position 143: 0.005970667549061769
Position 3643: 0.005925851624232529
Position 5269: 0.004813087918893258
Position 2494: 0.004304594312828063
Position 8684: 0.004115956716004196
Position 4202: 0.0039578956412157605
Position 1511: 0.0032729246754104892
Position 11186: 0.003235908091091712
Position 1102: 0.0027975128521085997
Position 4287: 0.002649162648275266
Position 12460: 0.0022585792261088753
Position 228: 0.0015161091212176896
Position 1099: 0.0013982167505155326
Position 400: 0.0013266830360916882
Position 285: 0.0012248836435576366
Position 124: 0.001222372002749872
Position 117: 0.0011250645049423402
Position 4615: 0.001113995029897166
Position 154: 0.0010391172543035908
Position 937: 0.0008439628294147879
Position 2010: 0.0008403935248845984
Position 4767: 0.0007515845037492973
Position 3560: 0.0007085004188467966
Position 2525: 0.0006933091598623103
Position 1429: 0.0006919923473765801
Position 1264: 0.0006128193992948617
Position 3473: 0.0005150891060844337
Position 1441: 0.00042616645810183605
Position 364: 0.0002809814270235007
Position 1784: 0.00025233782425283677
Position 402: 0.00021607553158672227
Position 1273: 0.00020996121005046218
Position 1106: 0.0002054239043116538
Position 300: 0.00018515138515091213
Position 207: 0.00015961844247635605
Position 907: 0.00013023896084810548
Position 2143: 0.00011955300973661093
Position 1832: 0.00010820421323728933
Position 1571: 8.999115922695985e-05
Position 1585: 8.334813853760556e-05
Position 1823: 5.346587304915464e-05
Position 1848: 4.9568592275377624e-05
Position 660: 4.696542770900652e-05
Position 1376: 4.5289908140394e-05
Position 83: 4.226502670876028e-05
Position 566: 3.374849126410096e-05
Position 1718: 3.266567581969015e-05
Position 3875: 2.8088973262149803e-05
Position 777: 2.7623683145228286e-05
Position 779: 2.6337577857084905e-05
Position 219: 2.504619498912081e-05
Position 470: 2.395177133548004e-05
Position 1349: 2.2538619410024533e-05
Position 751: 2.1479692714975674e-05
Position 942: 1.9625878316729815e-05
Position 1226: 1.660360471400432e-05
Position 1061: 1.4609415228578858e-05
Position 960: 1.3997407988061377e-05
Position 1053: 1.3469601431176462e-05
Position 1049: 1.3391292390513212e-05
Position 1127: 1.2687346276274238e-05
Position 442: 1.2673591606872458e-05
Position 695: 1.1341166620324448e-05
Position 1320: 8.354997383028055e-06
Position 595: 8.259113367912819e-06
Position 1233: 7.83852454308172e-06
Position 1515: 6.972001681774406e-06
Position 1040: 6.438332008028313e-06
Position 893: 6.308155435211847e-06
Position 214: 6.082265297169833e-06
Position 3844: 5.622341782612857e-06
Position 749: 5.173961616871907e-06
Position 664: 4.822821764529536e-06
Position 686: 4.009234047024555e-06
Position 971: 3.1359487300586044e-06
Position 1141: 2.280035059671133e-06
Position 966: 1.8728113771541346e-06
Position 1000: 1.8122230654022652e-06
Position 953: 1.629332410033551e-06
Position 598: 1.5586048161311623e-06
Position 947: 1.5420443487070065e-06
Position 1624: 1.220465477963281e-06
Position 856: 1.0748218421824112e-06
Position 832: 1.0349712418404987e-06
Position 974: 9.716916667220143e-07
Position 572: 8.46335815317902e-07
Position 1761: 5.801491156009008e-07
Position 277: 7.455641477277509e-08
Position 196: 5.6316028989298154e-08
Position 871: 8.76331996064583e-10
Position 1023: 8.744350591489597e-10
Position 611: 1.686005290298716e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11744: 0.7155760273210056
Position 8244: 0.5576776890853677
Position 1184: 0.42209657282992097
Position 1735: 0.3362889388465686
Position 10444: 0.2452143168701517
Position 12241: 0.1782133400415655
Position 1226: 0.15180411171535443
Position 5187: 0.1441702457149203
Position 12158: 0.12053785913945772
Position 1927: 0.10174308694588838
Position 7292: 0.06770104880853073
Position 8550: 0.060540626960541154
Position 7397: 0.05646049479930951
Position 13257: 0.04715050363239804
Position 12916: 0.046624606285344816
Position 12327: 0.03960641464475792
Position 12511: 0.038356224256025695
Position 12790: 0.03794794196623903
Position 11591: 0.02640465914570346
Position 12875: 0.02294658417677613
Position 13178: 0.018009884577107237
Position 8640: 0.01768448314255375
Position 10867: 0.016514691328863972
Position 12864: 0.014461316400975768
Position 3972: 0.01382833595276438
Position 4716: 0.01251816116199084
Position 1717: 0.011556468381325328
Position 8588: 0.010017982187098795
Position 12119: 0.00935178994789593
Position 382: 0.008931997712818855
Position 3902: 0.0077420540603361405
Position 13193: 0.006883477002501857
Position 11248: 0.00677339463105703
Position 11222: 0.006471635548422245
Position 3453: 0.0064507295413925286
Position 12082: 0.006087107292780288
Position 11183: 0.006003102503860125
Position 11047: 0.005750224807019139
Position 869: 0.005120467003115979
Position 9186: 0.00501866827586496
Position 2449: 0.00454190248962982
Position 12077: 0.004414255813729642
Position 8266: 0.004299023709291032
Position 5141: 0.004106806726050466
Position 1261: 0.0037393313847456856
Position 1189: 0.003672402412994206
Position 4233: 0.003391110728847711
Position 12009: 0.003370132210151965
Position 1346: 0.002900871656027462
Position 1603: 0.0028679325371535366
Position 1238: 0.002673783318334478
Position 1488: 0.002592457610932384
Position 3423: 0.0022740840353712303
Position 227: 0.002177247223600807
Position 1416: 0.002096243885228206
Position 1643: 0.001958909587941581
Position 4026: 0.0019338259653623399
Position 986: 0.001893131949066396
Position 2375: 0.001666214297941384
Position 1165: 0.0015764658207027807
Position 1784: 0.0015540655376569087
Position 1280: 0.0015422827014455805
Position 1713: 0.0015414791194244186
Position 1737: 0.0014409487833917719
Position 224: 0.0012587057739768908
Position 882: 0.0009397428002256745
Position 7661: 0.0009225967721765842
Position 7051: 0.0008940913726171179
Position 11124: 0.0008579451953695054
Position 348: 0.0008236848788455847
Position 7269: 0.0007224710724198977
Position 974: 0.0006980973949406909
Position 7768: 0.0005931791296217335
Position 686: 0.0005883569793684177
Position 2126: 0.0005720627254259151
Position 5303: 0.0005233766827619108
Position 1902: 0.0005158496208370117
Position 7229: 0.00045131485642810527
Position 4055: 0.0004060394318260748
Position 4189: 0.00039993009058093604
Position 9789: 0.00039803959435202234
Position 907: 0.00037626172928138243
Position 749: 0.00036507900245227344
Position 5325: 0.0003568669931171542
Position 4192: 0.0003423828511744713
Position 4944: 0.00034112229741315624
