Gene = PTPDC1
index = 1098
Annotated 5SS: [  346   994  3483  3835 11026 14151 17323 19957]
Annotated 3SS: [  821  3401  3715 10887 12891 17136 19845 23398]
SMsplice 5SS: [  276   994  3483  3835 11026 17323]
SMsplice 3SS: [  821  3401  3715 10887 17136 23398]
top_k =  100
Partition function (log Z): -3.0121749825069837

Sorted 5' Splice Sites (High to Low Probability):
Position 3835: 0.9973597886054977
Position 11026: 0.9957449131818991
Position 17323: 0.9924344122821617
Position 994: 0.9401841330617821
Position 3483: 0.8504161518252134
Position 276: 0.716446661320593
Position 13008: 0.49683827082120324
Position 10330: 0.4603250568587821
Position 19275: 0.30107572234924945
Position 54: 0.26044961413012574
Position 21957: 0.25708459203059864
Position 19957: 0.16722939639938397
Position 7301: 0.10631872607588472
Position 15426: 0.0828628262049155
Position 706: 0.0684295786825425
Position 5744: 0.05934537556083949
Position 346: 0.05339267670037858
Position 10516: 0.053157506171434936
Position 3509: 0.049431795483818125
Position 340: 0.041388112584972214
Position 9286: 0.031872102747457755
Position 1945: 0.026638057853493192
Position 9691: 0.02620411311251051
Position 609: 0.01710946868319856
Position 4020: 0.01609680527227864
Position 9723: 0.014453104007782247
Position 108: 0.013718002476329535
Position 11967: 0.01006025653602427
Position 11518: 0.005832155753283678
Position 12064: 0.005763807898214636
Position 20056: 0.004604630205741057
Position 10959: 0.0042550868181007355
Position 11590: 0.0010341142863001447
Position 931: 0.0007089813309911764
Position 192: 0.00015098799129758183
Position 3754: 8.570352099395072e-05
Position 138: 4.0043221533845877e-05
Position 58: 1.7463913563270198e-05
Position 282: 1.4479492924003516e-05
Position 36: 7.737099291986341e-06
Position 378: 3.631983782019739e-06
Position 42: 4.591828670902757e-07
Position 97: 1.6295143794606257e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10887: 0.9999999999999999
Position 3715: 0.9440029634106655
Position 821: 0.9330996496398568
Position 3401: 0.884326566435228
Position 17136: 0.5752077056447457
Position 23398: 0.5742608795135284
Position 12891: 0.49896620897173083
Position 21822: 0.4823449917536323
Position 10123: 0.4603250568587821
Position 17207: 0.42205445561762023
Position 19153: 0.19256193100030966
Position 19845: 0.17928108115394448
Position 23945: 0.15244003051254673
Position 19170: 0.10851379134893983
Position 7214: 0.0905261116516441
Position 15329: 0.0828628262049155
Position 5597: 0.059345375560839506
Position 10445: 0.053157506171434936
Position 3680: 0.050879038673957835
Position 544: 0.04707719663938198
Position 164: 0.04441685162106218
Position 9613: 0.04065721712029277
Position 9005: 0.031872102747457755
Position 1815: 0.026638057853493186
Position 275: 0.026333313776174583
Position 151: 0.01935127075054951
Position 3908: 0.016096805272278625
Position 7257: 0.015611702195705563
Position 3294: 0.015522583865257698
Position 588: 0.012302986536814914
Position 673: 0.01224240224220861
Position 186: 0.011246724789441576
Position 18195: 0.008923245975229751
Position 20718: 0.008468017382393302
Position 19994: 0.007526950698129556
Position 11958: 0.005763807898214636
Position 11761: 0.005444170782412202
Position 20447: 0.005376577628530246
Position 11421: 0.004875982642787466
Position 11778: 0.0029835788375653866
Position 18170: 0.002731256299950999
Position 3582: 0.0025622870504137946
Position 11456: 0.001990287396796352
Position 363: 0.0019201589407290614
Position 609: 0.0019085578079106051
Position 11689: 0.0016325069160466827
Position 484: 0.0008948220176263844
Position 206: 0.0007310470507664353
Position 14812: 0.0006099005871063427
Position 135: 0.0005370663387950893
Position 6994: 0.0001809122285350387
