Gene = SSR3
index = 1342
Annotated 5SS: [  228  1530  6280 10877]
Annotated 3SS: [ 1402  6180 10744 11914]
SMsplice 5SS: [  228  1530  6280 10877]
SMsplice 3SS: [ 1402  6180 10744 14585]
top_k =  100
Partition function (log Z): -5.002708384087604

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9304556284928709
Position 1530: 0.803495126234165
Position 10877: 0.7292254089259377
Position 6280: 0.6892236752491573
Position 1814: 0.2160022593536604
Position 6380: 0.19967121713694852
Position 1553: 0.16012717111108993
Position 3787: 0.11115832992792361
Position 6298: 0.08877680761481978
Position 12029: 0.06348788159216703
Position 5549: 0.05916871821520239
Position 8205: 0.057853036846964995
Position 6107: 0.04098673822976103
Position 250: 0.03608601870304873
Position 2773: 0.035702539647597675
Position 8923: 0.0238812744121889
Position 4311: 0.022896686594680533
Position 6319: 0.021627983235727163
Position 1534: 0.021204622039342043
Position 10891: 0.02107934720608362
Position 448: 0.013688014899052489
Position 8884: 0.012864834752878862
Position 4735: 0.010611941474357551
Position 1301: 0.009817115011681336
Position 7496: 0.00831439266361436
Position 482: 0.007886363319229265
Position 627: 0.006951301694522951
Position 1471: 0.006920721728488848
Position 1192: 0.00223272299424879
Position 202: 0.002129762868738628
Position 1040: 0.00121259518101404
Position 434: 0.0010277976883621856
Position 333: 0.0007966642841309374
Position 835: 0.0007774615891081727
Position 743: 0.0007499394932773558
Position 316: 0.00031207878111216673
Position 175: 0.000294407765332057
Position 674: 2.43108711295732e-06
Position 232: 8.53159438623389e-07
Position 211: 6.660787397119045e-07
Position 320: 1.6160888177105766e-07
Position 209: 1.0609751172951777e-07
Position 270: 1.548695745552434e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6180: 0.9998044487173442
Position 1402: 0.9929005690674747
Position 10744: 0.920423648641202
Position 14585: 0.41509086776746107
Position 11914: 0.17817215040677298
Position 3670: 0.0997664830365107
Position 11777: 0.09245920390392431
Position 1734: 0.09065433934152424
Position 8455: 0.08206384665084755
Position 1664: 0.0665929130310447
Position 8063: 0.05856153714416994
Position 5394: 0.042767598888157426
Position 5951: 0.04098673822976103
Position 11577: 0.03595716521517313
Position 2623: 0.03556348465903933
Position 12149: 0.03379984330400833
Position 1592: 0.02389866047657608
Position 4098: 0.02289668659468056
Position 12744: 0.019952958873881224
Position 12563: 0.019557296472297522
Position 13029: 0.016891012660920912
Position 8408: 0.016584314133072826
Position 5372: 0.016401119327044966
Position 1620: 0.016174148480847313
Position 3694: 0.011391846891412935
Position 11346: 0.011022017086477095
Position 4627: 0.010611941474357551
Position 7314: 0.008314392663614355
Position 1705: 0.0066944259101318765
Position 1157: 0.006627567073792997
Position 1679: 0.00502131108663391
Position 10959: 0.004735797100400485
Position 1774: 0.003590531566915256
Position 394: 0.0018910674383835642
Position 1160: 0.0017815967700091093
Position 7065: 0.0014850882984218988
Position 529: 0.0013595232929455706
Position 941: 0.0011035091862118802
Position 1457: 0.0010727246913785652
Position 6914: 0.0007410066062205363
Position 349: 0.00039900440364720226
Position 6354: 0.0003892639902784425
Position 422: 0.0002979982446111771
Position 1262: 0.0002957026608044135
Position 1702: 0.0002621023492506375
Position 1139: 0.0002471242449871235
Position 1181: 0.00020335451794667808
Position 1440: 0.0001775404332377705
Position 1336: 0.00017679154439711247
Position 622: 0.00016453025772037203
Position 2635: 0.0001390549885583355
Position 1737: 0.00013527138575647726
Position 1089: 0.0001307885132623753
Position 1707: 0.00010665314406443079
Position 475: 8.801882229278238e-05
Position 308: 4.846571879453733e-05
Position 1524: 3.390936078009221e-05
Position 1489: 2.6017528069945924e-05
Position 1312: 1.584620762433118e-05
