Gene = MPL
index = 857
Annotated 5SS: [  121   425   914  1763  2320  2707  8823  9128 11196 11553 14497]
Annotated 3SS: [  291   734  1463  2156  2579  8637  8984 11035 11455 14408 14710]
SMsplice 5SS: [  121   914  2320  2707  8823  9128 11196 11553 14497]
SMsplice 3SS: [  734  2231  2579  8637  8984 11035 11455 14408 14710]
top_k =  100
Partition function (log Z): 1.1263905262551488

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9999999999999999
Position 11553: 0.9991698782017474
Position 914: 0.9101288909557204
Position 14497: 0.9070145746802856
Position 2320: 0.8338604712050608
Position 121: 0.8196114263148966
Position 1570: 0.609183922821663
Position 425: 0.5440039454453389
Position 8823: 0.32815038064667196
Position 11196: 0.23872083718217177
Position 14134: 0.22645615362950194
Position 9128: 0.19382865534491833
Position 1763: 0.15991682546263558
Position 10720: 0.08103023947367684
Position 177: 0.04730882072532024
Position 207: 0.022575503210208032
Position 568: 0.020969152533725353
Position 910: 0.01945858571800848
Position 202: 0.01591001035813965
Position 823: 0.014126452678719982
Position 10649: 0.013281655397852582
Position 126: 0.007126658581826498
Position 1755: 0.006847114649543419
Position 1856: 0.00643194421026539
Position 429: 0.0033993883956725058
Position 1196: 0.003316712498324973
Position 108: 0.0005344722102723874
Position 137: 1.628226506904524e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 11455: 0.9998676389233371
Position 2579: 0.9925391493405261
Position 14408: 0.9607906517577168
Position 734: 0.8477368053782928
Position 1463: 0.5954638273362056
Position 2231: 0.526555581055006
Position 14710: 0.39887240396340645
Position 8637: 0.32815038064667196
Position 2156: 0.3073048901500546
Position 14671: 0.2400997356514307
Position 11035: 0.23872083718217177
Position 291: 0.2080983123676443
Position 312: 0.193018665795309
Position 1666: 0.15765737308560462
Position 14009: 0.15760347981713707
Position 8855: 0.13781514182255267
Position 14815: 0.1029557680349925
Position 10513: 0.09431189487152941
Position 14651: 0.07925383364508548
Position 14064: 0.07288748508640738
Position 8889: 0.056013513522365686
Position 14608: 0.045766190168476314
Position 768: 0.044223066868585986
Position 14594: 0.03746598667696289
Position 266: 0.03517811719794967
Position 280: 0.024895600280353432
Position 11643: 0.01587843010726181
Position 761: 0.0158631396176913
Position 1482: 0.015014886647981415
Position 14688: 0.011308431299676652
Position 474: 0.0112909842604785
Position 804: 0.009666606069237017
Position 620: 0.008614839326883032
Position 1401: 0.006494385287938812
Position 1593: 0.006156544719843582
Position 2638: 0.005563711177088769
Position 687: 0.005075648174653591
Position 12029: 0.004332211675116312
Position 350: 0.004201902842023038
Position 811: 0.003887540109903649
Position 14578: 0.0036347630808241326
Position 1000: 0.0028585188947515944
Position 858: 0.0027604863026839113
Position 554: 0.00241718547793082
Position 710: 0.001891221641891668
Position 1696: 0.0015927900665332376
Position 428: 0.001302599566083783
Position 2617: 0.0011301162264518844
Position 908: 0.0011198254485653896
Position 876: 0.0010920480972492457
Position 12807: 0.000829143560355376
Position 2535: 0.0007666830371736706
Position 378: 0.0006757919323696099
Position 318: 0.0006574511391880118
Position 12557: 0.0005981587328042682
Position 1068: 0.0004581936035733804
Position 11896: 0.0003639332538802873
Position 259: 0.0003269221607617112
Position 205: 0.0003011089702432625
Position 493: 0.00025882429767888724
Position 511: 0.0002571306813599797
Position 490: 0.00022400937916608688
Position 374: 0.00013156150127448956
Position 4110: 6.630595059855707e-05
Position 3905: 5.2987944388805614e-05
Position 4981: 1.3067181675576916e-05
Position 404: 7.593036835320521e-07
Position 329: 7.575320739472253e-07
Position 185: 5.554190574977161e-07
Position 2644: 3.4021875979939815e-07
Position 380: 6.17855105766402e-08
Position 201: 3.147734003580945e-08
Position 384: 2.89898001693024e-08
