Gene = Copb1
index = 286
Annotated 5SS: [  106   842  4666  5904  7984  9288 14087 16362 17185 17418 17925 19773
 21515 22537 27765 28109 31509 33069 35186 37090 38249]
Annotated 3SS: [  691  4435  5733  7868  9194 13948 16241 17076 17270 17778 19675 21353
 22415 27536 27928 31363 32948 35039 36999 38092 38773]
SMsplice 5SS: [  106  4666  5904  7984  9288 14087 16362 17185 17418 17925 19773 21515
 27765 28109 31509 33069 35186 37090 38249]
SMsplice 3SS: [ 4554  5733  7868  9194 13948 16241 17076 17270 17778 19675 21353 27536
 27928 31363 32948 35039 36999 38092 38773]
top_k =  1000
Partition function (log Z): 33.62456135708214

Sorted 5' Splice Sites (High to Low Probability):
Position 21515: 0.9983392753101449
Position 17925: 0.9983284824463213
Position 16362: 0.9955476725562014
Position 37090: 0.9953945142374683
Position 31509: 0.9917988565126589
Position 38249: 0.9524492113283618
Position 14087: 0.9493314024988792
Position 19773: 0.923816470357864
Position 7984: 0.9117050838291995
Position 9288: 0.9090501110965107
Position 4666: 0.8592876193092054
Position 33069: 0.8495654760019216
Position 35186: 0.7818665285608897
Position 5904: 0.7225437094684157
Position 27765: 0.6950125608614965
Position 106: 0.6648501201726493
Position 17185: 0.6324099431204914
Position 842: 0.6163707449884278
Position 13819: 0.4487189291854457
Position 17418: 0.4158734480562274
Position 28109: 0.3856816628548535
Position 12642: 0.33914418821818665
Position 28056: 0.31848263202890215
Position 512: 0.24324341328943092
Position 5931: 0.17623850367078406
Position 17214: 0.17176577687945369
Position 5636: 0.1649668325243268
Position 21191: 0.15418112301921472
Position 5642: 0.14702062531747773
Position 1384: 0.13349653256731905
Position 22537: 0.1276304808614681
Position 33029: 0.12211772575043212
Position 12624: 0.08697424815247475
Position 19365: 0.07948831083438503
Position 30142: 0.07149036223645643
Position 301: 0.07000598442144748
Position 5958: 0.06742443398440795
Position 16983: 0.06730701751708812
Position 36238: 0.06644879587143566
Position 34897: 0.06489129215237023
Position 27770: 0.05769006554241393
Position 34844: 0.05230803577211414
Position 8212: 0.049705012386268725
Position 31766: 0.04422875512588215
Position 18384: 0.04397532331976729
Position 14340: 0.04309218880501458
Position 35201: 0.040139953389389985
Position 20810: 0.03944688033126337
Position 413: 0.03605618513200418
Position 17554: 0.03571495871232634
Position 13790: 0.03463590470243289
Position 18404: 0.03162090530164315
Position 4142: 0.031612672902973045
Position 6430: 0.02936971299165419
Position 19752: 0.029202405612374457
Position 14054: 0.027684333253998734
Position 13697: 0.02760967360598521
Position 35158: 0.026882551955902438
Position 34923: 0.025198661702963348
Position 23839: 0.024336814061006382
Position 38847: 0.02364698233295719
Position 19230: 0.022128964844491762
Position 6992: 0.021255799230247757
Position 32712: 0.020772998705357044
Position 15358: 0.020217172375056377
Position 32651: 0.019263941344548657
Position 36256: 0.01901757706167383
Position 56: 0.018068505953192416
Position 19760: 0.018023296366200686
Position 9360: 0.018003476414342412
Position 16794: 0.01774825667719405
Position 557: 0.017699632106119252
Position 8205: 0.017395109454851954
Position 33343: 0.016903126893619957
Position 29863: 0.016752101808364152
Position 32454: 0.0163015478794994
Position 18415: 0.015921089319199513
Position 4252: 0.015367762438973904
Position 35151: 0.015212219813477944
Position 17422: 0.014166789404639208
Position 20071: 0.01360122633609574
Position 14286: 0.013072347557676164
Position 38876: 0.012021877293643585
Position 13548: 0.011635876723541846
Position 13864: 0.01104176355725757
Position 212: 0.010914738584075653
Position 5834: 0.010802753044174522
Position 5575: 0.010773677856488037
Position 35505: 0.010390448049112537
Position 6136: 0.010330932401312463
Position 36720: 0.009998770548036641
Position 19389: 0.009758211506602497
Position 34892: 0.009660489716123898
Position 6199: 0.00956661231091012
Position 12893: 0.00922067459601415
Position 7795: 0.009152835254478285
Position 12963: 0.009095780626221826
Position 19337: 0.008385837870009889
Position 16783: 0.008092863210194187
Position 3430: 0.007569351941299034
Position 16075: 0.007433989622864764
Position 12463: 0.006930475558870822
Position 17406: 0.006779466152287738
Position 27175: 0.006568141022001241
Position 22137: 0.00625831440640499
Position 18826: 0.006172911816608733
Position 35146: 0.00599600864556506
Position 38614: 0.005964686329025922
Position 28701: 0.005788683407496412
Position 37529: 0.005569011179327892
Position 10949: 0.005388477410721012
Position 7651: 0.005346068303586407
Position 7076: 0.005058890827010688
Position 17379: 0.005018333431589387
Position 37552: 0.004960442849244555
Position 36832: 0.004520820602243115
Position 29881: 0.004460045472700243
Position 33657: 0.004197652792859635
Position 32368: 0.004042229863357015
Position 27654: 0.003877548697352278
Position 19320: 0.0038363531717279776
Position 28320: 0.003831904908408227
Position 248: 0.0037361337955822377
Position 31821: 0.0037323920886697883
Position 19643: 0.003679582601861558
Position 8582: 0.0034829108314948357
Position 14614: 0.003367865742433776
Position 10958: 0.003166548845485615
Position 33196: 0.003035291509485676
