Gene = Dmkn
index = 339
Annotated 5SS: [  539   930  1085  1339  1711  2755  3460  3668  7330  7511  7983 11622
 12361 13893 14047 14507 15942 16118]
Annotated 3SS: [  752  1027  1287  1503  2709  3396  3616  7269  7462  7934 11564 12315
 13844 13998 14437 15914 16069 16976]
SMsplice 5SS: [  539   930  1085  1711  3460  7330  7511  8057 12361 14507 15942]
SMsplice 3SS: [  752  1027  1503  3396  7269  7462  7934 12315 14437 15914 16069]
top_k =  100
Partition function (log Z): 9.801102532416598

Sorted 5' Splice Sites (High to Low Probability):
Position 1711: 0.9995912837617179
Position 14507: 0.977961231126877
Position 930: 0.9674424014622472
Position 7330: 0.9523406983951428
Position 539: 0.9124642957740839
Position 3460: 0.9036447909629871
Position 8057: 0.8659965218292491
Position 12361: 0.8647025587396338
Position 7511: 0.7282946859906374
Position 15942: 0.5695532375377492
Position 1085: 0.56270506094762
Position 13893: 0.424653055669422
Position 3668: 0.4162766556480257
Position 1339: 0.40515624071723055
Position 16118: 0.3808435999425351
Position 1992: 0.3429059320434102
Position 6000: 0.2829295951251356
Position 7983: 0.12536924309132716
Position 5809: 0.11043714132965936
Position 11622: 0.10946713216524431
Position 6047: 0.08670133123870981
Position 16114: 0.0780229469327657
Position 16189: 0.07694686643726181
Position 2755: 0.05843437789847195
Position 3518: 0.05811812770323797
Position 6089: 0.03792330255701532
Position 6815: 0.03286628270447778
Position 1405: 0.026553233034692574
Position 384: 0.023970109442620863
Position 509: 0.018517126815147673
Position 559: 0.015865015568738258
Position 7752: 0.0139138647418326
Position 1969: 0.010160419027060816
Position 80: 0.009821758877165737
Position 14877: 0.00678030466437937
Position 14459: 0.006571157209177012
Position 1915: 0.005433091543855025
Position 615: 0.005353579900685367
Position 213: 0.0030922689291117593
Position 1399: 0.0026608285437712503
Position 879: 0.002528238396870214
Position 790: 0.00230373627112054
Position 1328: 0.002198024852999502
Position 574: 0.00194647829093216
Position 9739: 0.0018477569493022992
Position 1242: 0.0018376599001892766
Position 1058: 0.0017573482664971747
Position 1095: 0.0016935481219923785
Position 1435: 0.0015097849332877701
Position 883: 0.0014467172888073135
Position 1360: 0.0010170026660929474
Position 32: 0.001015654922819249
Position 210: 0.000450312050290231
Position 1158: 0.0004045769759785305
Position 664: 0.00038753769680701755
Position 1411: 0.0003721912056933237
Position 532: 0.0003306879370498268
Position 14671: 0.0002730698042644589
Position 261: 0.0002508295804140587
Position 561: 0.00022668150437405552
Position 871: 0.00014273186762620284
Position 817: 0.00013417284055433932
Position 518: 0.00011085705165746003
Position 626: 0.00010140307972539025
Position 543: 9.18424217324252e-05
Position 204: 8.284989835542472e-05
Position 311: 6.564928874246029e-05
Position 580: 6.0843463277657265e-05
Position 36: 6.0110577381014085e-05
Position 635: 4.159887244263956e-05
Position 237: 3.194453290441646e-05
Position 793: 2.6904664957651803e-05
Position 588: 2.4391486558609677e-05
Position 766: 2.3454861086590746e-05
Position 935: 2.2494839947075612e-05
Position 1697: 1.2401055530554128e-06
Position 1704: 9.8700028433977e-07
Position 8: 1.482556742891581e-07
Position 416: 4.753192325923464e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7934: 0.9913657649205775
Position 14437: 0.9865074293740852
Position 7269: 0.984589252837684
Position 1503: 0.9767186671886439
Position 3396: 0.9712410030114084
Position 752: 0.9655401849216444
Position 16069: 0.9178787770612624
Position 12315: 0.8647025587396342
Position 1027: 0.8043611578642651
Position 7462: 0.7023094191914632
Position 15914: 0.5863420790445871
Position 16976: 0.5603418172666152
Position 5951: 0.4075542289208606
Position 3616: 0.361618951021393
Position 13844: 0.30691585370925795
Position 1874: 0.264713900681056
Position 1287: 0.17230712846351443
Position 11564: 0.10946713216524434
Position 13542: 0.10467900511844391
Position 5539: 0.06683089406725036
Position 1781: 0.062443364811795875
Position 5597: 0.04360624726240898
Position 6714: 0.03286628270447777
Position 2709: 0.03239890695621203
Position 1476: 0.019757912081131142
Position 3534: 0.015263678966242103
Position 3249: 0.014975345651009058
Position 17020: 0.01474827202401121
Position 724: 0.013676849832879456
Position 1839: 0.013287038630321537
Position 13576: 0.013058196841720231
Position 2527: 0.01215621029830313
Position 17051: 0.012092993695195984
Position 1214: 0.011572263610714673
Position 1888: 0.011363782663199278
Position 3537: 0.010249828808600963
Position 2536: 0.009080243241647995
Position 16731: 0.00880520050030497
Position 14736: 0.00678030466437937
Position 1790: 0.005760086047339855
Position 2484: 0.00479901740230878
Position 7672: 0.004184076617870614
Position 7645: 0.003466500480595253
Position 17068: 0.0031824702203026435
Position 1610: 0.002897116118141246
Position 3303: 0.0020093165084433366
Position 9628: 0.0018477569493022992
Position 3560: 0.001739498913574453
Position 789: 0.0013568230145619702
Position 1199: 0.0012798156755804886
Position 1180: 0.0012681061874198307
Position 1042: 0.0010788359621800277
Position 3577: 0.0009419514335798571
Position 1811: 0.0008797107985955557
Position 1241: 0.0007541235191096876
Position 1176: 0.0006153396056304825
Position 1031: 0.0005157425991840321
Position 929: 0.000355760756037172
Position 887: 0.0003266355662252438
Position 1322: 0.0002954922265656376
Position 843: 0.00028269905451253665
Position 14582: 0.0002730698042644589
Position 1058: 0.00017616646006661974
Position 278: 0.00014304072977749992
Position 825: 0.00014002198904640653
Position 281: 6.996539397018475e-05
Position 443: 6.435059179098837e-05
Position 447: 5.6757797714257876e-05
Position 408: 5.333027102216839e-05
Position 352: 4.87355572414248e-05
Position 1961: 3.888312165956807e-05
Position 362: 3.5170404034119153e-05
Position 730: 3.2887282531890155e-05
Position 765: 2.359273208580853e-05
Position 480: 1.6103261143196275e-05
Position 410: 1.6032677725801445e-05
Position 1817: 1.2675860358487632e-05
Position 484: 1.1723902221609086e-05
Position 237: 1.1188932492043836e-05
Position 472: 8.326582368804906e-06
Position 367: 6.103000622641499e-06
Position 221: 4.990893224849464e-06
