Gene = tweek
index = 1922
Annotated 5SS: [  636  3248  6454  6715  7341  7682  7868  8415  9579 14375 15642 15912
 16223 16900 17105 17826 18024 18949 19634 23151 26866 27132 27331]
Annotated 3SS: [ 2967  3302  6510  6796  7400  7746  8318  8997 14037 14441 15746 15969
 16808 17000 17169 17890 18086 19017 22181 23213 26930 27181 27390]
SMsplice 5SS: [  636  3248  6454  6715  7341  7682  8415  9579 14375 15642 15912 16172
 16900 17105 17826 18024 18949 19634 23151 23976 26866 27132 27331]
SMsplice 3SS: [ 2967  3302  6510  6796  7400  7746  8997 14037 14441 15746 15969 16808
 17000 17169 17890 18086 19017 22181 23213 25027 26930 27199 27390]
top_k =  1000
Partition function (log Z): 86.78304216957164

Sorted 5' Splice Sites (High to Low Probability):
Position 18024: 0.9998592247988397
Position 15912: 0.9990264813462533
Position 27132: 0.9979505373557646
Position 23151: 0.9978121077637935
Position 18949: 0.9976817633276228
Position 3248: 0.9975259758963629
Position 7341: 0.9969346712564346
Position 14375: 0.9968617113108963
Position 17826: 0.995921512658178
Position 17105: 0.9946784336157299
Position 6715: 0.9920215925277519
Position 27331: 0.9898170185595254
Position 16900: 0.9812041794874725
Position 9579: 0.9723639323454536
Position 6454: 0.9665930696762206
Position 19634: 0.9540160776788651
Position 26866: 0.922363561313611
Position 7682: 0.8776041154953577
Position 8415: 0.8313221820422686
Position 636: 0.751005641026582
Position 16172: 0.645753544647592
Position 23976: 0.5591920244353779
Position 15642: 0.5126356802493961
Position 15654: 0.4215684200887558
Position 7868: 0.3205077963829589
Position 8200: 0.23367500958164658
Position 23445: 0.18134701530137654
Position 4021: 0.1746467101491569
Position 4340: 0.1602658657131977
Position 23476: 0.14944785185235585
Position 14569: 0.14764948257285362
Position 16599: 0.1297361720090669
Position 242: 0.1220519861043782
Position 16622: 0.10127374348120975
Position 15368: 0.09773064864103574
Position 4114: 0.09449429911790966
Position 10045: 0.08816693171077021
Position 5264: 0.08043198295882224
Position 15104: 0.07588148241187208
Position 22660: 0.0646217014054457
Position 16223: 0.06331223179284994
Position 273: 0.06156151012929686
Position 15662: 0.05995417689809604
Position 20811: 0.05629589222586895
Position 16121: 0.05619888655480773
Position 9169: 0.04907250214529228
Position 12900: 0.046740461076433884
Position 5630: 0.04175870262311444
Position 9106: 0.0383286250783597
Position 26772: 0.03821444960562223
Position 14123: 0.03735673826221822
Position 3379: 0.03672940476197792
Position 24921: 0.03567349511939952
Position 10842: 0.03201646005499596
Position 23335: 0.02947446065808772
Position 12365: 0.028828123106662967
Position 252: 0.02879110388086174
Position 4918: 0.027982617053497354
Position 4751: 0.0267549736778941
Position 222: 0.026404224482323387
Position 1140: 0.026359885399830706
Position 250: 0.026202666871358426
Position 5534: 0.024618498329745126
Position 1131: 0.02177207929276581
Position 5021: 0.019026857083788058
Position 246: 0.018555216356623057
Position 19211: 0.018260694183224714
Position 1339: 0.017715444784161906
Position 28260: 0.016832462761976762
Position 16626: 0.016631398773110193
Position 1999: 0.015613557041258979
Position 7919: 0.01544238917631914
Position 1539: 0.015023506926245675
Position 19547: 0.015002314841390314
Position 11685: 0.014366604393373872
Position 23666: 0.013609437122162992
Position 21982: 0.013163609325241363
Position 11721: 0.013020962541834229
Position 19041: 0.012626804208475496
Position 248: 0.012583143249950106
Position 4515: 0.01251011323757138
Position 23315: 0.012191943856139895
Position 12753: 0.01195306024996435
Position 16268: 0.011639631353174416
Position 24271: 0.01069219558031556
Position 16444: 0.010003921992473094
Position 28492: 0.009917601246930561
Position 691: 0.009429933227704194
Position 27328: 0.009429540421390372
Position 28340: 0.009384613458105756
Position 275: 0.009263194536229225
Position 9088: 0.009150360964030735
Position 3071: 0.009050216607708658
Position 15372: 0.008877965794702911
Position 19218: 0.008815700681379124
Position 25647: 0.00867017453948435
Position 10224: 0.00854568258938623
Position 11145: 0.008528889580756179
Position 21031: 0.008347350816294952
Position 16265: 0.008178767638427972
Position 3521: 0.007972937669029772
Position 7696: 0.007720025325922279
Position 6719: 0.007575596651040587
Position 19762: 0.007268599677729343
Position 14581: 0.007062276097129223
Position 4201: 0.006938270206261417
Position 12628: 0.006812271888082496
Position 7132: 0.006783756742847207
Position 24862: 0.006773289498823147
Position 1172: 0.006653624724482766
Position 4872: 0.0065726511713938085
Position 8029: 0.006517304129127054
Position 19227: 0.0054889435199703095
Position 24012: 0.005396520848568294
Position 20379: 0.005148172911604415
Position 8707: 0.005085872521661334
Position 1332: 0.005046880687170353
Position 1801: 0.0049503526429598614
Position 10461: 0.004776457082745678
Position 277: 0.004614200274224531
Position 19582: 0.00455438784746328
Position 22306: 0.004507174544029159
Position 14553: 0.00448612737048425
Position 19863: 0.004439402695761721
Position 24745: 0.004374887014175374
Position 20879: 0.0042203090186649595
Position 5530: 0.004183762688143366
Position 18713: 0.004118543046013551
Position 1355: 0.003988587996264907
Position 16394: 0.0039013021934708038
Position 3955: 0.003536152851999722
Position 10864: 0.00346804072956284
Position 5426: 0.003303533636272265
Position 9503: 0.0032698497387238555
Position 7912: 0.0032508834830558267
Position 289: 0.0032431554104806627
Position 11408: 0.00319153799826394
Position 15330: 0.0031443108655906556
Position 14177: 0.003126598133377117
Position 25932: 0.0030973043815932773
Position 5708: 0.003061764003937348
Position 1595: 0.003046496084085958
Position 3774: 0.0030402391806683797
Position 7626: 0.0029837600862894493
Position 24627: 0.002932484533981392
Position 20357: 0.002860469572080596
Position 7989: 0.002832731321621374
Position 24480: 0.0028271548589584874
Position 151: 0.002795379968973974
Position 5831: 0.0027080958535899303
Position 18573: 0.0026699979236154926
Position 2128: 0.00256187555568184
Position 4713: 0.0025419707994782845
Position 19031: 0.0024690566486081046
Position 24372: 0.002370269362699005
Position 14379: 0.002361218294279992
Position 8757: 0.002286319862700371
Position 573: 0.002284736974700552
Position 2145: 0.002246678813461552
Position 24418: 0.002223195024601387
Position 17805: 0.0021853332647471064
Position 5234: 0.0021535780812813802
Position 9931: 0.002076098016449045
Position 7356: 0.0020060740135318736
Position 14697: 0.0019936238888112164
Position 2318: 0.0019479224278773858
Position 5036: 0.0019362473239771581
Position 3075: 0.0018904718752240535
Position 20429: 0.0018331514690016588
Position 13220: 0.0017775537454462504
Position 20013: 0.0017321549595549484
Position 10676: 0.0017313991401697278
Position 3766: 0.0015916115564563607
Position 24463: 0.0015619203207128563
Position 7535: 0.0014534766723614612
Position 2741: 0.0014203224495006454
Position 15033: 0.0013488391782930597
Position 20105: 0.0013072385619175813
Position 27136: 0.0012914722461874804
Position 16294: 0.0012634823564163155
Position 120: 0.0012441248437229976
Position 7937: 0.0012433880666863613
Position 15149: 0.001229342076093859
Position 17109: 0.0012290347665801207
Position 16467: 0.0012260529543887861
Position 16113: 0.001188716240471957
Position 20990: 0.001169005830068825
Position 20210: 0.0011660890815426701
Position 7907: 0.0011466789564899002
Position 3572: 0.0011444070599093766
Position 23541: 0.0011232824972607592
Position 8524: 0.0011203819854466658
Position 7489: 0.0010663001936906593
Position 3405: 0.0010347409062803307
Position 1026: 0.0010322557056802399
Position 18325: 0.0010229666478937863
Position 2553: 0.001022171879805119
Position 3686: 0.0009909857128888393
Position 22395: 0.0009816400976941607
Position 19716: 0.0009650550360827106
Position 7030: 0.000950905583697723
Position 15916: 0.0009214099150156317
Position 17214: 0.0009141708992239006
Position 5387: 0.0008948068458764949
Position 19488: 0.0008808606002591802
Position 20236: 0.0008724514874005221
Position 7512: 0.0008703198913665073
Position 7027: 0.0008518899348997149
Position 27988: 0.0008507729427537726
Position 14904: 0.0008350189695959735
Position 13036: 0.0008313658555881031
Position 1287: 0.0008166372133572192
Position 8604: 0.0007954674389166833
Position 8471: 0.0007924120113053893
Position 12739: 0.0007845889840121282
Position 23139: 0.0007723793216416766
Position 28267: 0.000765197478916262
Position 27763: 0.0007310766121745324
Position 18461: 0.0006995188431946362
Position 27952: 0.0006864063316336978
Position 2205: 0.0006855507139222456
Position 28319: 0.000684051957000144
Position 1365: 0.0006758907593156185
Position 25281: 0.0006629742042224296
Position 20782: 0.0006537331497397081
Position 27129: 0.0006529369980461159
Position 15390: 0.0006524933336675158
Position 20393: 0.0006404813478551504
Position 16023: 0.000591097946154888
Position 20415: 0.0005873577999076887
Position 16035: 0.0005841852754053537
Position 18559: 0.0005671445371719508
Position 18520: 0.0005576478256749687
Position 23873: 0.0005516264607943325
Position 6044: 0.0005351597166791151
Position 881: 0.0005333739646900616
Position 16438: 0.0005293740625739036
Position 28136: 0.0005288800370906036
Position 21578: 0.0005152131387866135
Position 24460: 0.0004939904109768466
Position 20027: 0.0004781458805903524
Position 16606: 0.0004726959790410413
Position 7041: 0.0004608942900268637
Position 14369: 0.000447470285682314
Position 8419: 0.0004370090139354774
Position 14535: 0.00043165763235996534
Position 16299: 0.0004155225628913
Position 24722: 0.0004097714540537571
Position 863: 0.0004070836331999154
Position 3672: 0.00038954316396677544
Position 256: 0.0003820250726329342
Position 22630: 0.0003751107379681304
Position 1602: 0.0003613035510512063
Position 19460: 0.0003522469120550959
Position 8631: 0.0003492706699515617
Position 16503: 0.0003390543693499148
Position 28144: 0.000327720850246013
Position 2533: 0.0003222821709980913
Position 1079: 0.0003097322311399835
Position 28224: 0.0003085427322914942
Position 8691: 0.00030570548693439003
Position 4884: 0.0002967691064875098
Position 7644: 0.000287244575025226
Position 4055: 0.0002767647736117186
Position 23327: 0.0002713841474164585
Position 240: 0.0002706603145205101
Position 18213: 0.0002604134945989575
Position 23709: 0.0002590324721803203
Position 15010: 0.00025473624516198927
Position 8502: 0.0002534403342251244
Position 17891: 0.0002527572584171918
Position 18634: 0.0002504678423411971
Position 16963: 0.0002492562422797872
Position 18899: 0.000238961491532173
Position 4015: 0.00023544820301119837
Position 19475: 0.0002304942839047884
Position 16008: 0.0002253425314039118
Position 19562: 0.00022243047213223866
Position 28331: 0.00022187042026907796
Position 28326: 0.00021218616987087537
Position 14762: 0.00019866896347546826
Position 4507: 0.00018937852422208501
Position 4106: 0.00018868848464467756
Position 20480: 0.00018548915973144663
Position 28296: 0.00018443015492988955
Position 28016: 0.00018360716679004572
Position 23155: 0.0001832636880451947
Position 19928: 0.00018021916541121518
Position 7345: 0.00017962037137946737
Position 20229: 0.000178929048875613
Position 28100: 0.0001775569774633763
Position 7641: 0.00017718255496345777
Position 20498: 0.00017303348750840518
Position 5769: 0.00017206866658999194
Position 16150: 0.0001716222062569739
Position 17092: 0.0001647782597546065
Position 19037: 0.00016314338126671612
Position 2083: 0.00016290092204960204
Position 1066: 0.00016261071311517278
Position 12166: 0.0001605536506936576
Position 19998: 0.00015912166245943607
Position 3690: 0.0001562073837272409
Position 28163: 0.00015337388414128565
Position 14495: 0.0001464174895862498
Position 18565: 0.00014104842053705186
Position 18568: 0.00013844361377298247
Position 6967: 0.00013796792033697605
Position 21639: 0.00013785086965772912
Position 3935: 0.00013674545912354966
Position 1947: 0.00013527991151497085
Position 28321: 0.00013432621329515786
Position 28238: 0.00013408479293670585
Position 528: 0.0001329607063195526
Position 7633: 0.00013204825028642817
Position 18756: 0.00012911775979393287
Position 7021: 0.0001269194829235789
Position 695: 0.0001251180361833678
Position 17830: 0.00012504316150292808
Position 3909: 0.00012243789624425777
Position 28130: 0.00011506452951487832
Position 3818: 0.00011483863433062866
Position 8393: 0.00011479616102150683
Position 23670: 0.0001138853571015541
Position 28010: 0.00011356598720946157
Position 19468: 0.00011243524497392461
Position 18199: 0.00011034373006367668
Position 7073: 0.00010923411643634335
Position 19113: 0.00010671022128411946
Position 28117: 0.00010524421873744703
Position 6899: 0.00010304368046894552
Position 21180: 0.00010261375740422265
Position 18028: 0.0001007948756511444
Position 28003: 9.914805991244575e-05
Position 16913: 9.729489528747768e-05
Position 6591: 9.483530037830919e-05
Position 8344: 9.297814147622498e-05
Position 19145: 9.259566150994551e-05
Position 26536: 8.71399959563507e-05
Position 23415: 8.584187720945658e-05
Position 28025: 8.362918128574383e-05
Position 6850: 8.280050893698615e-05
Position 20240: 7.872272623716495e-05
Position 8406: 7.622183010016593e-05
Position 900: 7.616463909791752e-05
Position 16517: 7.50173503047533e-05
Position 14518: 7.433399678526486e-05
Position 9530: 7.305545153269392e-05
Position 16428: 6.843629852533627e-05
Position 23489: 6.749174488860954e-05
Position 20504: 6.425624240925126e-05
Position 28085: 6.320754399137211e-05
Position 17572: 6.130871010299984e-05
Position 18444: 5.9716883090163734e-05
Position 19960: 5.842070655029071e-05
Position 3988: 5.822193294599758e-05
Position 11078: 5.764124488345797e-05
Position 23313: 5.486104486478147e-05
Position 20793: 5.408772904636978e-05
Position 15511: 5.0244444719270275e-05
Position 3587: 4.99859864425679e-05
Position 19267: 4.8801176267084915e-05
Position 254: 4.769569196454967e-05
Position 5753: 4.6789505513604e-05
Position 262: 4.6058626831634137e-05
Position 16945: 4.351582284882822e-05
Position 7103: 4.218039182033909e-05
Position 27814: 4.205537843436932e-05
Position 27545: 4.1695905188251624e-05
Position 9669: 4.149001396962489e-05
Position 1183: 4.0352300852109036e-05
Position 3728: 4.03290968415777e-05
Position 6935: 3.96819921876862e-05
Position 8192: 3.700420216482307e-05
Position 19022: 3.6893971296337e-05
Position 23171: 3.685129220546034e-05
Position 28508: 3.655795289256144e-05
Position 27310: 3.558350621743894e-05
Position 7010: 3.53274432958454e-05
Position 8081: 3.5121746587135794e-05
Position 7624: 3.502099194049514e-05
Position 8091: 3.441100857603223e-05
Position 4693: 3.3754334416193816e-05
Position 16126: 3.253072004888522e-05
Position 4318: 3.248064244695493e-05
Position 414: 3.145746662142067e-05
Position 14820: 3.1419556182986573e-05
Position 27671: 2.9312292882359627e-05
Position 27335: 2.879258339937286e-05
Position 3226: 2.7864692627375277e-05
Position 8001: 2.76542681662111e-05
Position 27759: 2.7469837856405713e-05
Position 7234: 2.7439554085430444e-05
Position 17718: 2.7106654171370296e-05
Position 281: 2.5301544617282838e-05
Position 16066: 2.4449375842113487e-05
Position 17258: 2.3939830607467357e-05
Position 7649: 2.3383800173811755e-05
Position 362: 2.2491826371835373e-05
Position 25335: 2.1753969500530143e-05
Position 7272: 2.118678008359985e-05
Position 17784: 2.080265154212518e-05
Position 8636: 2.015402782363763e-05
Position 7214: 2.0013208299870577e-05
Position 17841: 1.8775437739169808e-05
Position 9499: 1.873287869111938e-05
Position 16350: 1.7962062281532987e-05
Position 14646: 1.775183542476389e-05
Position 7556: 1.6823848294129156e-05
Position 19242: 1.633120787214849e-05
Position 17739: 1.605786830372049e-05
Position 1101: 1.5989354892122673e-05
Position 920: 1.5943878329543333e-05
Position 22340: 1.5913337899540984e-05
Position 15395: 1.5774283136440324e-05
Position 3607: 1.5638760916218206e-05
Position 17694: 1.5591561727531545e-05
Position 14602: 1.537743219409854e-05
Position 27600: 1.5161770181236774e-05
Position 23507: 1.4166161889832628e-05
Position 8180: 1.4147479266277037e-05
Position 19118: 1.399017269134772e-05
Position 17559: 1.349557037593907e-05
Position 7587: 1.3173870736269275e-05
Position 3844: 1.2687986929651517e-05
Position 28302: 1.2651521188157036e-05
Position 23262: 1.235798028886502e-05
Position 6618: 1.2335964721912793e-05
Position 23259: 1.1469801966156387e-05
Position 13177: 1.1201988360268035e-05
Position 1039: 1.0940038858004995e-05
Position 279: 1.0619616842863142e-05
Position 7249: 1.0464240418438638e-05
Position 23502: 1.0332595423875115e-05
Position 15013: 9.983059542992611e-06
Position 14303: 9.93601542752869e-06
Position 3165: 9.472040971514725e-06
Position 27337: 9.056449234662053e-06
Position 14890: 8.539582563238618e-06
Position 816: 8.520618395084432e-06
Position 7155: 7.847221466273097e-06
Position 18013: 7.468329890062241e-06
Position 22987: 7.383736246137046e-06
Position 22757: 7.308670854801773e-06
Position 18942: 6.984002328321721e-06
Position 22494: 6.966837012654875e-06
Position 6612: 6.9185286960077536e-06
Position 4242: 6.7129327106431555e-06
Position 16486: 6.674422809867301e-06
Position 3815: 6.404972019055126e-06
Position 7499: 6.264751183616049e-06
Position 14700: 6.209287324880938e-06
Position 18932: 6.092526744189598e-06
Position 18917: 6.041244468477329e-06
Position 18808: 5.9797337314102555e-06
Position 27703: 5.977816542344362e-06
Position 28441: 5.255406917491925e-06
Position 6823: 4.8555272856912095e-06
Position 28365: 4.795600522794204e-06
Position 4363: 4.762150868811254e-06
Position 4187: 4.750893457745193e-06
Position 4333: 4.744096089204718e-06
Position 22380: 4.730705529160562e-06
Position 17011: 4.6934753554018e-06
Position 17797: 4.417652510320049e-06
Position 18375: 4.32306438067716e-06
Position 39: 4.24784652558115e-06
Position 17779: 4.144972114321957e-06
Position 14893: 4.053953933803029e-06
Position 10160: 3.964542303610382e-06
Position 1153: 3.882401248923776e-06
Position 18672: 3.863243985692407e-06
Position 15979: 3.7967721686428417e-06
Position 14942: 3.659881408834523e-06
Position 3266: 3.4516805825521664e-06
Position 1330: 3.447901424003664e-06
Position 20319: 3.4164679326513484e-06
Position 31: 3.401522395128269e-06
Position 3753: 3.3317166464683756e-06
Position 18596: 3.2598981282061635e-06
Position 28031: 3.2509298007566666e-06
Position 138: 3.2267392772068806e-06
Position 27731: 3.2225016728210674e-06
Position 17676: 3.2023828009163917e-06
Position 14262: 3.0291383128837666e-06
Position 1392: 2.9025160942342756e-06
Position 14090: 2.856691733498928e-06
Position 16990: 2.652601936721029e-06
Position 17442: 2.4467938706569414e-06
Position 14986: 2.331890382268354e-06
Position 16484: 2.3016623825119167e-06
Position 14882: 2.2490095100468705e-06
Position 15949: 2.194027864646607e-06
Position 6889: 2.1912977637090273e-06
Position 15830: 2.1839965247589905e-06
Position 521: 1.9348935015039735e-06
Position 3178: 1.8989428536336413e-06
Position 3914: 1.7784717455643682e-06
Position 15993: 1.7747043373484282e-06
Position 27354: 1.7246690753161285e-06
Position 320: 1.6794845237771492e-06
Position 3826: 1.6201429748615015e-06
Position 4682: 1.5925103120174272e-06
Position 401: 1.5813084777004557e-06
Position 6880: 1.5590718437153592e-06
Position 7320: 1.5558882806288782e-06
Position 22632: 1.4429000208177225e-06
Position 16904: 1.4283704366328707e-06
Position 33: 1.3919695279307046e-06
Position 774: 1.3392963130554767e-06
Position 28426: 1.2523393950333142e-06
Position 3743: 1.2134471518319396e-06
Position 7476: 1.2037642607655888e-06
Position 18354: 1.1491507183249783e-06
Position 8429: 1.0045416304752915e-06
Position 6624: 9.285862676734593e-07
Position 1239: 9.107521914135078e-07
Position 944: 8.791959513446512e-07
Position 17468: 8.724315093190645e-07
Position 18314: 8.651493250428392e-07
Position 22705: 8.400417742825188e-07
Position 14919: 8.074799014089777e-07
Position 17705: 7.922598103551066e-07
Position 17755: 7.461191386958849e-07
